Project Name,Package Name,Architecture Smell,Cause of the Smell
19_s_framework-master,com.hg.ecommerce.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.config; com.hg.ecommerce.model.support
19_s_framework-master,com.hg.ecommerce.config,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.config; com.hg.ecommerce.model.support; com.hg.ecommerce.util
19_s_framework-master,com.hg.ecommerce.config,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.hg.ecommerce.dao.support
19_s_framework-master,com.hg.ecommerce.dao.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.dao.support; com.hg.ecommerce.model.support; com.hg.ecommerce.config
19_s_framework-master,com.hg.ecommerce.dao.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.dao.support; com.hg.ecommerce.model.support; com.hg.ecommerce.util; com.hg.ecommerce.config
19_s_framework-master,com.hg.ecommerce.dao.support,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IOperators; IProjections; ISQLProvider; ProjectedWrapper; SQLWrapper; Pageable; Sortable]; [UUIDGenerator]. LCC (Lack of Component Cohesion) = 0.25
19_s_framework-master,com.hg.ecommerce.model.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.model.support; com.hg.ecommerce.util
19_s_framework-master,com.hg.ecommerce.model.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.model.support; com.hg.ecommerce.util; com.hg.ecommerce.config
19_s_framework-master,com.hg.ecommerce.model.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.model.support; com.hg.ecommerce.util; com.hg.ecommerce.config; com.hg.ecommerce.dao.support
19_s_framework-master,com.hg.ecommerce.model.support,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.hg.ecommerce.util; com.hg.ecommerce.config
19_s_framework-master,com.hg.ecommerce.model.support,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnnotatedModel]; [EntityGenerator; EntityObject; MethodPair; FieldEntry; FieldTypeMapper; ModelConfig; NullModel; TableDef]; [ExcelBinder]. LCC (Lack of Component Cohesion) = 0.3
19_s_framework-master,com.hg.ecommerce.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.util; com.hg.ecommerce.model.support
19_s_framework-master,com.hg.ecommerce.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.util; com.hg.ecommerce.config; com.hg.ecommerce.model.support
19_s_framework-master,com.hg.ecommerce.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.hg.ecommerce.config
19_s_framework-master,com.hg.ecommerce.websocket,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.websocket; com.hg.ecommerce.websocket.support
19_s_framework-master,com.hg.ecommerce.websocket.support,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.hg.ecommerce.websocket.support; com.hg.ecommerce.websocket
19_s_framework-master,com.hg.ecommerce.websocket.support,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.hg.ecommerce.websocket
19_s_framework-master,com.hg.ecommerce.test,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Area; AreaContainer]; [DemoSQLWrapperTest]; [DemoUnitTest]; [ExcelTest]; [GenericTypeMainTest]; [MapKeyMainTest]. LCC (Lack of Component Cohesion) = 0.86
