Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
mvp55_EasyMVP-master,easymvp,RxPresenter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp,RxPresenter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.internal,ViewDelegate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler,EasyMVPProcessor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.generator,DelegateClassGenerator,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BaseDecorator; DelegateClassGenerator
mvp55_EasyMVP-master,easymvp.compiler.generator.decorator,BaseDecorator,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BaseDecorator; DelegateClassGenerator
mvp55_EasyMVP-master,easymvp.compiler.generator.decorator,ConductorControllerDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.generator.decorator,CustomViewDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.generator.decorator,FragmentDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.generator.decorator,SupportActivityDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.generator.decorator,SupportFragmentDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.util,ClassNames,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.compiler.util,ClassNames,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CONTEXT; BUNDLE; WEAK_REFERENCE; PROVIDER; APPCOMPAT_ACTIVITY_CLASS; CONTEXT_WRAPPER; VIEW_DELEGATE; LOADER; SUPPORT_LOADER; LOADER_MANAGER; SUPPORT_LOADER_MANAGER; LOADER_CALLBACKS; SUPPORT_LOADER_CALLBACKS; PRESENTER_LOADER; SUPPORT_PRESENTER_LOADER
mvp55_EasyMVP-master,easymvp.compiler.util,ClassNames,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: CONTEXT; BUNDLE; WEAK_REFERENCE; PROVIDER; APPCOMPAT_ACTIVITY_CLASS; CONTEXT_WRAPPER; VIEW_DELEGATE; LOADER; SUPPORT_LOADER; LOADER_MANAGER; SUPPORT_LOADER_MANAGER; LOADER_CALLBACKS; SUPPORT_LOADER_CALLBACKS; PRESENTER_LOADER; SUPPORT_PRESENTER_LOADER
mvp55_EasyMVP-master,easymvp.gradle.plugin,Version,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: GROUP; VERSION
mvp55_EasyMVP-master,easymvp.gradle.plugin,Version,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.gradle.plugin,Version,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: GROUP; VERSION
mvp55_EasyMVP-master,easymvp.boundary,DataMapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
mvp55_EasyMVP-master,easymvp.boundary,DataMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
mvp55_EasyMVP-master,easymvp.boundary,DataMapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
