Project Name,Package Name,Architecture Smell,Cause of the Smell
4_androiddemo-master,com.bosh.mvvm_module,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExampleInstrumentedTest]; [MainActivity]; [MyApplication]; [ExampleUnitTest]; [ExampleInstrumentedTest]; [MainActivity]; [MyApplication]; [ExampleUnitTest]. LCC (Lack of Component Cohesion) = 1.0
4_androiddemo-master,com.bosh.module_demo.ui.activity,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GaussActivity; MainActivity; NotificationActivity; SilentInstallActivity; SmsActivity; HookClickActivity]; [MusicService]; [SpannableActivity]. LCC (Lack of Component Cohesion) = 0.38
4_androiddemo-master,com.china.bosh.mylibrary.utils,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.china.bosh.mylibrary.utils; com.china.bosh.mylibrary.application
4_androiddemo-master,com.china.bosh.mylibrary.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.china.bosh.mylibrary.application
4_androiddemo-master,com.china.bosh.mylibrary.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Base64UtilTest; Base64Util; FileUtils; LogUtils; NetworkCallbackImpl; NetWorkUtil; CrashHandler; DateUtils]; [ToMd5UtilTest; ToMd5Util]; [AnnotationUtil]; [ImageUtil]; [LocationUtil; AddressCallback]; [NewsLifecycleHandler]; [NotificationChannels]; [PermissionsManager; PermissionsResultAction]; [PermissionUtil; PermissionAction]; [SpUtils]; [StringUtils; StringUtilsTest]; [SystemUtils]; [ToastUtil]; [Utils]. LCC (Lack of Component Cohesion) = 0.54
4_androiddemo-master,com.china.bosh.mylibrary.application,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.china.bosh.mylibrary.application; com.china.bosh.mylibrary.utils
4_androiddemo-master,com.china.bosh.mylibrary.db,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DaoHelper; DaoHelperInstance; DaoManager; DaoMaster; OpenHelper; DevOpenHelper; DaoSession; MigrationHelper; MyOpenHelper; PriceEntityDao; tableTestDao]; [DaoModel; DaoModelInstance]; [Properties]; [Properties]. LCC (Lack of Component Cohesion) = 0.27
4_androiddemo-master,com.china.bosh.mylibrary.retrofit,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApiService; RetrofitUtil; Url; RequestEncryptInterceptor]; [DecodeResponseBodyConverter; EncryptConverterFactory; EncodeRequestBodyConverter]; [ResponseDecryptInterceptor]. LCC (Lack of Component Cohesion) = 0.38
4_androiddemo-master,com.bosh.module_mvvm,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExampleInstrumentedTest]; [MainActivity]; [ViewModelProviderFactory]; [ExampleUnitTest; ExampleUnitTest]; [ExampleInstrumentedTest]; [MainActivity]; [ViewModelProviderFactory]. LCC (Lack of Component Cohesion) = 0.88
4_androiddemo-master,com.bosh.module_mvvm.base,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.china.bosh.mylibrary.retrofit
4_androiddemo-master,com.bosh.module_mvp.injector.components,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bosh.module_mvp.injector.components; com.bosh.module_mvp.ui.login
4_androiddemo-master,com.bosh.module_mvp.injector.components,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bosh.module_mvp.injector.components; com.bosh.module_mvp.ui.login; com.bosh.module_mvp.ui.main
4_androiddemo-master,com.bosh.module_mvp.injector.components,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.bosh.module_mvp.ui.login; com.bosh.module_mvp.ui.main
4_androiddemo-master,com.bosh.module_mvp.network,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApiService; RetrofitUtil; RetrofitInstance; Url]; [NetPreFunction]; [ResponseData]. LCC (Lack of Component Cohesion) = 0.5
4_androiddemo-master,com.bosh.module_mvp.ui.base,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bosh.module_mvp.ui.base; com.bosh.module_mvp.injector.components; com.bosh.module_mvp.ui.login
4_androiddemo-master,com.bosh.module_mvp.ui.base,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bosh.module_mvp.ui.base; com.bosh.module_mvp.injector.components; com.bosh.module_mvp.ui.main; com.bosh.module_mvp.ui.login
