Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
76_MVP_Framework-master,com.meiling.mvp,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 4,13
76_MVP_Framework-master,com.meiling.mvp,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,13
76_MVP_Framework-master,com.meiling.mvp,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,13
76_MVP_Framework-master,com.meiling.mvp.application,BaseApplication,logComponent,Long Statement,The length of the statement "LogUtil.getInstances().e(t.getName() + "\n" + e.getLocalizedMessage()+ "\nStackInfo:\n"+ stringBuilder.toString()+ "\n");" is 121.,66
76_MVP_Framework-master,com.meiling.mvp.application,BaseApplication,uncaughtException,Long Statement,The length of the statement "LogUtil.getInstances().e(t.getName() + "\n" + e.getLocalizedMessage()+ "\nStackInfo:\n"+ stringBuilder.toString()+ "\n");" is 121.,68
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setUserId,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).edit();" is 151.,27
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setInt,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).edit();" is 151.,33
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setString,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).edit();" is 151.,39
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setIntValue,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).edit();" is 151.,47
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setStringValue,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).edit();" is 151.,53
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,getIntValue,Long Statement,The length of the statement "return BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).getInt(key`-1);" is 134.,59
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,getStringValue,Long Statement,The length of the statement "return BaseApplication.getInstances().getSharedPreferences(CommonSharePreferenceKey.SP_FILE_NAME`Context.MODE_PRIVATE).getString(key`"");" is 137.,63
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setIntValue,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(filename`Context.MODE_PRIVATE).edit();" is 122.,69
76_MVP_Framework-master,com.meiling.mvp.application,BaseSharePreference,setStringValue,Long Statement,The length of the statement "SharedPreferences.Editor editor=BaseApplication.getInstances().getSharedPreferences(filename`Context.MODE_PRIVATE).edit();" is 122.,75
76_MVP_Framework-master,com.meiling.mvp.module.datautil,HashUtil,byteToHex,Magic Number,The method contains a magic number: 0xf0,83
76_MVP_Framework-master,com.meiling.mvp.module.datautil,HashUtil,byteToHex,Magic Number,The method contains a magic number: 4,83
76_MVP_Framework-master,com.meiling.mvp.module.datautil,HashUtil,byteToHex,Magic Number,The method contains a magic number: 0xf,83
76_MVP_Framework-master,com.meiling.mvp.module.datautil,ImageHandleUtil,scaleBitmapDefault,Magic Number,The method contains a magic number: 160,13
76_MVP_Framework-master,com.meiling.mvp.module.datautil,ImageHandleUtil,scaleBitmapDefault,Magic Number,The method contains a magic number: 160,13
76_MVP_Framework-master,com.meiling.mvp.module.datautil,KeyBoardUtil,showKeyBoard,Long Statement,The length of the statement "context.getWindow().setSoftInputMode(WindowManager.LayoutParams.SOFT_INPUT_STATE_ALWAYS_HIDDEN | WindowManager.LayoutParams.SOFT_INPUT_ADJUST_PAN);" is 147.,16
76_MVP_Framework-master,com.meiling.mvp.module.datautil,KeyBoardUtil,hideSoftInput,Long Statement,The length of the statement "context.getWindow().setSoftInputMode(WindowManager.LayoutParams.SOFT_INPUT_STATE_ALWAYS_HIDDEN | WindowManager.LayoutParams.SOFT_INPUT_ADJUST_PAN);" is 147.,25
76_MVP_Framework-master,com.meiling.mvp.module.datautil,LanguageSwitcher,applyLanguageChange,Complex Conditional,The conditional expression config.locale != Locale.SIMPLIFIED_CHINESE || config.locale != Locale.TRADITIONAL_CHINESE || config.locale != Locale.ENGLISH || config.locale != Locale.US || config.locale != Locale.UK || config.locale != Locale.JAPANESE || config.locale != Locale.KOREAN || config.locale != Locale.GERMANY || config.locale != Locale.FRENCH || config.locale != Locale.ITALIAN is complex.,31
76_MVP_Framework-master,com.meiling.mvp.module.datautil,LanguageSwitcher,applyLanguageChange,Complex Method,Cyclomatic complexity of the method is 13,31
