Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.activities,MainActivity,toolbarAndDrawerInit,Long Statement,The length of the statement "ActionBarDrawerToggle toggle=new ActionBarDrawerToggle(this`drawer`toolbar`R.string.navigation_drawer_open`R.string.navigation_drawer_close);" is 141.,63
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.activities,MainActivity,networkRequest,Magic Number,The method contains a magic number: 7,89
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.adapter,MainRVAdapter,onBindViewHolder,Complex Conditional,The conditional expression articles.get(position).getMedia() != null && !articles.get(position).getMedia().isEmpty() && articles.get(position).getMedia().get(0).getMediaMetaDatas() != null && !articles.get(position).getMedia().get(0).getMediaMetaDatas().isEmpty() is complex.,37
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.adapter,MainRVAdapter,onBindViewHolder,Long Statement,The length of the statement "if (articles.get(position).getMedia() != null && !articles.get(position).getMedia().isEmpty() && articles.get(position).getMedia().get(0).getMediaMetaDatas() != null && !articles.get(position).getMedia().get(0).getMediaMetaDatas().isEmpty()) {" is 243.,37
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.adapter,MainRVAdapter,onBindViewHolder,Long Statement,The length of the statement "Glide.with(mContext).load(articles.get(position).getMedia().get(0).getMediaMetaDatas().get(0).getUrl()).into(holder1.itemImage);" is 128.,37
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.api,ApiClient,getClient,Long Statement,The length of the statement "retrofit=new Retrofit.Builder().baseUrl(BASE_URL).addConverterFactory(GsonConverterFactory.create(getGson("yyyy-MM-dd"))).build();" is 130.,21
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.api,ApiClient,getGson,Long Statement,The length of the statement "return new GsonBuilder().setDateFormat(dateFormatString).registerTypeAdapter(MediaList.class`new JsonDeserializer<MediaList>(){" is 127.,31
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.api,ApiClient,getGson,Long Statement,The length of the statement "@Override public MediaList deserialize( JsonElement json` Type typeOfT` JsonDeserializationContext context) throws JsonParseException {" is 135.,31
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.model,Article,Article,Long Parameter List,The method has 5 parameters. ,26
CodeSmells-in-application-MVC-2,com.test.mvcnytimessample.model,MainModelResponse,toString,Long Statement,The length of the statement "return "MainModelResponse{" + "copyright = '" + copyright + '\''+ "`results = '"+ results+ '\''+ "`num_results = '"+ numResults+ '\''+ "`status = '"+ status+ '\''+ "}";" is 168.,43
