Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
53_BargainBytesAndroid-master,com.rockspin.bargainbits,GlobalGlideModule,applyOptions,Magic Number,The method contains a magic number: 50000000,20
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,CompactDeal,CompactDeal,Long Statement,The length of the statement "List<Deal> deals=Stream.of(gameInfo.getDeals()).map(DealUtils::abbreviatedDealToDeal).sortBy(Deal::getSalePrice).custom(new CustomOperators.ToList<>());" is 152.,61
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 32,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 32,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,Deal,hashCode,Magic Number,The method contains a magic number: 31,138
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Complex Method,Cyclomatic complexity of the method is 19,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 2,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 3,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 4,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 5,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 6,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 7,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 8,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 9,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 10,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 11,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 12,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 13,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 14,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 15,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 16,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 17,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 18,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.cheapshark,StoresData,getStoreIconDrawableForId,Missing default,The following switch statement is missing a default case: switch (idInt) {,42
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.models.currency,CurrencyHelper,getFormattedPrice,Long Statement,The length of the statement "return javaCurrency.getSymbol() + " " + String.format("%." + Math.max(0`javaCurrency.getDefaultFractionDigits()) + "f"`pPrice * bbCurrency.getExchangeRate());" is 158.,21
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,DealRepository,onDealsRefreshed,Long Statement,The length of the statement "return storesRepository.onSelectedStoresChanged().map(selectedStoresString -> buildRequestMap(eDealsSorting`selectedStoresString)).flatMap(this::requestDeals).flatMap(this::groupAndSortDeals);" is 192.,22
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,DealRepository,groupAndSortDeals,Long Statement,The length of the statement "return Observable.from(serverDeals).map(Deal::getGameID).distinct().withLatestFrom(mapObservable`(s`stringCollectionMap) -> stringCollectionMap.get(s)).flatMap(sortedDeals -> Observable.from(sortedDeals).toSortedList((deal`deal2) -> Float.compare(deal2.getSalePrice()`deal.getSalePrice()))).map(sortedDeals -> new CompactDeal(sortedDeals`sortedDeals.get(0))).toList();" is 368.,51
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getEnabledStoreString,Long Statement,The length of the statement "return getStoresMap().map(Map::keySet).flatMap(Observable::from).filter(storeID -> mPreferences.getBoolean(Constants.SP_STORE_ID_PREFIX + storeID`false)).reduce(new StringBuilder()`(stringBuilder`value) -> stringBuilder.length() == 0 ? stringBuilder.append(value) : stringBuilder.append("`").append(value)).map(StringBuilder::toString);" is 336.,66
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Complex Method,Cyclomatic complexity of the method is 18,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 2,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 3,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 4,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 5,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 6,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 7,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 8,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 9,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 10,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 11,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 12,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 13,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 14,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 15,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 16,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Magic Number,The method contains a magic number: 17,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,StoresRepository,getStoreIconDrawableForId,Missing default,The following switch statement is missing a default case: switch (idInt) {,101
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,WatchListRepository,getDealsInWatchList,Long Statement,The length of the statement "return loadGameInfosFromWatchlist().flatMap(Observable::from).map(CompactDeal::new).doOnNext(compactDeals -> watchedCompactDealToGameID.put(compactDeals.getGameId()`compactDeals)).toList();" is 189.,177
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,WatchListRepository,onWatchedDealRemoved,Long Statement,The length of the statement "return watchListEdited.filter(watchedItemActionPair -> watchedItemActionPair.second == Action.REMOVED).compose(getCompactDealForGameID());" is 138.,205
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,WatchListRepository,onWatchedDealAdded,Long Statement,The length of the statement "return watchListEdited.filter(watchedItemActionPair -> watchedItemActionPair.second == Action.ADDED).compose(getCompactDealForGameID());" is 136.,210
53_BargainBytesAndroid-master,com.rockspin.bargainbits.data.repository,WatchListRepository,getCompactDealForGameID,Long Statement,The length of the statement "return pairObservable -> pairObservable.map(watchedItemActionPair1 -> watchedItemActionPair1.first.getGameId()).map(watchedCompactDealToGameID::get);" is 149.,215
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main.deals,DealsFragment,onAttach,Long Statement,The length of the statement "Preconditions.checkArgument(context instanceof DealsListViewImpl.DealsListContainer`"context should be a DealsListContainer");" is 126.,51
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main.deals,DealsFragmentPagerAdapter,getCount,Magic Number,The method contains a magic number: 4,30
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main.deals,DealsFragmentPagerAdapter,getDealTabType,Magic Number,The method contains a magic number: 2,41
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main.deals,DealsFragmentPagerAdapter,getDealTabType,Magic Number,The method contains a magic number: 3,41
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main.deals,DealsFragmentPagerAdapter,getDealTabType,Missing default,The following switch statement is missing a default case: switch (position) {,41
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main,MainActivity,onCreate,Long Statement,The length of the statement "DealsFragmentPagerAdapter dealsFragmentPagerAdapter=new DealsFragmentPagerAdapter(getSupportFragmentManager()`getResources());" is 126.,64
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main,MainActivity,onCreate,Long Statement,The length of the statement "final ArrayAdapter sectionsSpinnerAdapter=ArrayAdapter.createFromResource(this`R.array.deal_list_type`R.layout.actionbar_spinner_textview);" is 139.,64
53_BargainBytesAndroid-master,com.rockspin.bargainbits.ui.activities.main,MainActivity,onCreate,Magic Number,The method contains a magic number: 178,64
