Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
JDI-master,com.android.nunu,ExampleInstrumentedTest,useAppContext,4,1,0,20
JDI-master,com.android.nunu,ExampleUnitTest,addition_isCorrect,3,1,0,13
JDI-master,com.android.nunu,MyApplication,activityInjector,3,1,0,25
JDI-master,com.android.nunu,MyApplication,onCreate,10,2,0,30
JDI-master,com.android.nunu,ViewModelProviderFactory,ViewModelProviderFactory,4,1,2,22
JDI-master,com.android.nunu,ViewModelProviderFactory,create,12,4,1,30
JDI-master,com.android.nunu.ui.home,HomeNavigator,handleError,0,1,1,8
JDI-master,com.android.nunu.ui.home,HomeNavigator,onHomeApiDataReceived,0,1,1,10
JDI-master,com.android.nunu.ui.home,HomeNavigator,onHomeApiDataFailure,0,1,1,12
JDI-master,com.android.nunu.ui.home,HomeNavigator,openLoginActivity,0,1,0,14
JDI-master,com.android.nunu.ui.home,HomeViewModel,HomeViewModel,5,1,2,40
JDI-master,com.android.nunu.ui.home,HomeViewModel,getAction,3,1,0,47
JDI-master,com.android.nunu.ui.home,HomeViewModel,getAppVersion,3,1,0,52
JDI-master,com.android.nunu.ui.home,HomeViewModel,getUserEmail,3,1,0,56
JDI-master,com.android.nunu.ui.home,HomeViewModel,getUserName,3,1,0,60
JDI-master,com.android.nunu.ui.home,HomeViewModel,getUserProfilePicUrl,3,1,0,64
JDI-master,com.android.nunu.ui.home,HomeViewModel,loadHomeData,13,2,0,68
JDI-master,com.android.nunu.ui.home,HomeViewModel,logout,2,1,0,93
JDI-master,com.android.nunu.ui.home,HomeViewModel,getHomeResponseData,3,1,0,109
JDI-master,com.android.nunu.ui.home,HomeViewModel,setHomeDataList,5,1,1,114
JDI-master,com.android.nunu.ui.home,HomeViewModel,getHomeDataList,3,1,0,121
JDI-master,com.android.nunu.ui.home,HomeViewModel,removeSingleData,10,2,0,126
JDI-master,com.android.nunu.ui.home,HomeViewModel,updateAppVersion,3,1,1,139
JDI-master,com.android.nunu.ui.home,HomeActivity,newIntent,3,1,1,33
JDI-master,com.android.nunu.ui.home,HomeActivity,getBindingVariable,3,1,0,37
JDI-master,com.android.nunu.ui.home,HomeActivity,getLayoutId,3,1,0,42
JDI-master,com.android.nunu.ui.home,HomeActivity,getViewModel,4,1,0,47
JDI-master,com.android.nunu.ui.home,HomeActivity,handleError,2,1,1,54
JDI-master,com.android.nunu.ui.home,HomeActivity,onHomeApiDataReceived,3,1,1,59
