Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
JDI-master,com.android.nunu.ui.home,HomeViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NO_ACTION; ACTION_ADD_ALL; ACTION_DELETE_SINGLE; appVersion; homeResponseData; homeDataList; userEmail; userName; userProfilePicUrl; action
JDI-master,com.android.nunu.ui.home,HomeActivity,Feature Envy,The tool detected a instance of this smell because subscribeToLiveData is more interested in members of the type: HomeViewModel
JDI-master,com.android.nunu.ui.home,HomeActivity,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: LoginActivity; HomeActivity
JDI-master,com.android.nunu.ui.home.adapter,HomeContentViewModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.ui.home.adapter,HomeContentViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: imageUrl; title; mListener; mData
JDI-master,com.android.nunu.ui.home.adapter,HomeRVAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.ui.home.adapter,HomeRVAdapter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VIEW_TYPE_EMPTY; VIEW_TYPE_NORMAL; homeList; mListener; mBinding; mBinding
JDI-master,com.android.nunu.ui.uihelper,CurvedBottomNavigationView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.ui.login,LoginActivity,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: LoginActivity; HomeActivity
JDI-master,com.android.nunu.ui.base,BaseViewModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.ui.base,BaseFragment,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: BaseActivity
JDI-master,com.android.nunu.ui.base,BaseFragment,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BaseActivity; BaseFragment
JDI-master,com.android.nunu.ui.base,Callback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.ui.base,BaseActivity,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: getBindingVariable
JDI-master,com.android.nunu.ui.base,BaseDialog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.di.module,AppModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.di.component,AppComponent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.di.component,Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.di.builder,ActivityBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.utils,ViewPagerCustomDuration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.utils,ViewPagerCustomDuration,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ClickableViewPager
JDI-master,com.android.nunu.utils,ViewUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.utils,BindingUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.utils,CommonUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
JDI-master,com.android.nunu.utils,AppConstants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: API_STATUS_CODE_LOCAL_ERROR; DB_NAME; NULL_INDEX; PREF_NAME; STATUS_CODE_FAILED; STATUS_CODE_SUCCESS; TIMESTAMP_FORMAT
