Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Bourbon-master,com.hitherejoe.bourboncorecommon.ui.browse,BrowsePresenterTest,getShotsSuccessful,Magic Number,The method contains a magic number: 5,47
Bourbon-master,com.hitherejoe.bourboncorecommon.ui.browse,BrowsePresenter,getShots,Long Statement,The length of the statement "mSubscription=mDataManager.getShots(perPage`page).observeOn(AndroidSchedulers.mainThread()).subscribeOn(Schedulers.io()).subscribe(new SingleSubscriber<List<Shot>>(){" is 166.,37
Bourbon-master,com.hitherejoe.bourboncorecommon.ui.shot,ShotPresenterTest,getCommentsSuccessful,Magic Number,The method contains a magic number: 5,48
Bourbon-master,com.hitherejoe.bourboncorecommon.ui.shot,ShotPresenter,getComments,Long Statement,The length of the statement "mSubscription=single.observeOn(AndroidSchedulers.mainThread()).subscribeOn(Schedulers.io()).subscribe(new SingleSubscriber<List<Comment>>(){" is 140.,39
Bourbon-master,com.hitherejoe.bourboncorecommon.util,DisplayMetricsUtil,pxToDp,Magic Number,The method contains a magic number: 160f,16
Bourbon-master,com.hitherejoe.bourboncorecommon.util,TestDataFactory,makeShot,Magic Number,The method contains a magic number: 999,29
Bourbon-master,com.hitherejoe.bourboncorecommon.util,TestDataFactory,makeShot,Magic Number,The method contains a magic number: 999,29
Bourbon-master,com.hitherejoe.bourboncorecommon.data,DataManagerTest,getShotsCompletesAndEmitsShots,Magic Number,The method contains a magic number: 10,44
Bourbon-master,com.hitherejoe.bourboncorecommon.data,DataManagerTest,getCommentsCompletesAndEmitsComments,Magic Number,The method contains a magic number: 10,55
Bourbon-master,com.hitherejoe.bourboncorecommon.data.remote,BourbonServiceFactory,makeBourbonService,Long Statement,The length of the statement "Retrofit retrofit=new Retrofit.Builder().baseUrl(BuildConfig.DRIBBBLE_API_URL).client(okHttpClient).addCallAdapterFactory(RxJavaCallAdapterFactory.create()).addConverterFactory(GsonConverterFactory.create(new Gson())).build();" is 226.,23
Bourbon-master,com.hitherejoe.bourbon.test,BrowseActivityTest,errorViewsDisplayWhenLoadingContentFails,Long Statement,The length of the statement "when(component.getMockDataManager().getShots(anyInt()`anyInt())).thenReturn(Single.<List<Shot>>error(new RuntimeException()));" is 126.,49
Bourbon-master,com.hitherejoe.bourbon.test,BrowseActivityTest,shotItemViewsDisplayWhenClickingReload,Long Statement,The length of the statement "when(component.getMockDataManager().getShots(anyInt()`anyInt())).thenReturn(Single.<List<Shot>>error(new RuntimeException()));" is 126.,75
