Project Name,Package Name,Architecture Smell,Cause of the Smell
mvvm_jetpack-android-dev_3.0.0,com.reactlibrary.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CommonUtil]; [CacheUtils]; [FLogDefaultLoggingDelegate; LoggingDelegate; FLog]; [AnimationUtil]; [ImageLoaders]. LCC (Lack of Component Cohesion) = 0.71
mvvm_jetpack-android-dev_3.0.0,com.bokecc.livemodule.live,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bokecc.livemodule.live; com.bokecc.livemodule.live.doc
mvvm_jetpack-android-dev_3.0.0,com.bokecc.livemodule.live.doc,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bokecc.livemodule.live.doc; com.bokecc.livemodule.live
mvvm_jetpack-android-dev_3.0.0,com.bokecc.livemodule.replay,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bokecc.livemodule.replay; com.bokecc.livemodule.replay.doc
mvvm_jetpack-android-dev_3.0.0,com.bokecc.livemodule.replay.doc,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.bokecc.livemodule.replay.doc; com.bokecc.livemodule.replay
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.viewmodel.xuangu,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.yuanda.cy_professional_select_stock.repository.xuangu
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.viewmodel.main,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.yuanda.cy_professional_select_stock.repository.main
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.ui.fragment.dabang,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DaBangFragment]; [LongHuBangFragment]; [HitsTopFragment]; [ResearchFragment]; [EchartView]; [LimitUpFragment]; [FundsFlowStatisticFragment]. LCC (Lack of Component Cohesion) = 1.0
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.ui.fragment.guandian,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HotFocusFragment]; [ExpertAnalysisnFragment; ClickProxy; GanDianFragment; EventHandler; NewsFragment; ViewPagerHandler]; [ClickProxy]; [EventHandler]. LCC (Lack of Component Cohesion) = 0.44
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.ui.fragment.xuangu,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ZhangFuFragment; ClickEventHandler; YanBaoCeLueFragment; XuanGuFragment; JiGouFragment; TeSeZhiBiaoFragment; FenXiShiFragment]; [ClickEventHandler]. LCC (Lack of Component Cohesion) = 0.25
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.ui.fragment.main,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.yuanda.cy_professional_select_stock.ui.fragment.main; com.yuanda.cy_professional_select_stock.adapter.main
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.net.http,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.yuanda.cy_professional_select_stock.net.http; com.yuanda.cy_professional_select_stock.net.socket; com.yuanda.cy_professional_select_stock.base
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.net.http,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.yuanda.cy_professional_select_stock.net.socket
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.net.http,Ambiguous Interface,The tool detected the smell in this component because the component provides only a single, general entry-point via the following class: HostManage
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.net.socket,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.yuanda.cy_professional_select_stock.net.socket; com.yuanda.cy_professional_select_stock.base
mvvm_jetpack-android-dev_3.0.0,com.yuanda.cy_professional_select_stock.net.socket,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.yuanda.cy_professional_select_stock.net.socket; com.yuanda.cy_professional_select_stock.base; com.yuanda.cy_professional_select_stock.net.http
