Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyUtils,viewIncludesTarget,Magic Number,The method contains a magic number: 2,41
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,canHandle,Long Statement,The length of the statement "return request.isCommand(COMMAND_RIB_HIERARCHY) || request.isCommand(COMMAND_RIB_HIGHLIGHT) || request.isCommand(COMMAND_RIB_LOCATE);" is 133.,88
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,onNext,Long Statement,The length of the statement "String message=String.format(Locale.US`"Error processing RibEvent %s: parent=%s child=%s"`ribEvent.getEventType().toString()`parentRouter.getClass().getSimpleName()`childRouter.getClass().getSimpleName());" is 205.,122
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,onNext,Missing default,The following switch statement is missing a default case: switch (ribEvent.getEventType()) {,122
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,buildRibHierarchyPayload,Long Statement,The length of the statement "return targetInfo != null ? new RibHierarchyWithSelectionPayload(android.os.Build.MODEL`ribApplication`targetInfo.nodeId()`targetInfo.viewId()) : new RibHierarchyPayload(android.os.Build.MODEL`ribApplication);" is 209.,164
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,buildRibViewRecursive,Complex Conditional,The conditional expression targetInfo != null && depth > targetInfo.viewDepth && viewIncludesTarget(view`targetInfo.targetX`targetInfo.targetY) is complex.,188
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,buildRibViewRecursive,Long Statement,The length of the statement "if (targetInfo != null && depth > targetInfo.viewDepth && viewIncludesTarget(view`targetInfo.targetX`targetInfo.targetY)) {" is 123.,188
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,buildTreeRecursive,Complex Conditional,The conditional expression targetInfo != null && view != null && depth > targetInfo.nodeDepth && viewIncludesTarget(view`targetInfo.targetX`targetInfo.targetY) is complex.,216
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,buildTreeRecursive,Long Statement,The length of the statement "if (targetInfo != null && view != null && depth > targetInfo.nodeDepth && viewIncludesTarget(view`targetInfo.targetX`targetInfo.targetY)) {" is 139.,216
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,RibTouchOverlayView,Magic Number,The method contains a magic number: 50,487
RIBs-master,com.uber.debug.broadcast.rib,RibHierarchyDebugBroadcastHandler,RibTouchOverlayView,Magic Number,The method contains a magic number: 255,487
RIBs-master,com.uber.debug.broadcast.rib,RibTouchOverlayView,RibTouchOverlayView,Magic Number,The method contains a magic number: 50,487
RIBs-master,com.uber.debug.broadcast.rib,RibTouchOverlayView,RibTouchOverlayView,Magic Number,The method contains a magic number: 255,487
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,RibGeneratorsTest,testWithGenerators,Long Statement,The length of the statement "assert_().about(javaSources()).that(javaFileObjects).processedWith(new ComponentProcessor()`new RibTestProcessor()).compilesWithoutError();" is 139.,55
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,RibGeneratorsTest,generateSourceFiles,Long Statement,The length of the statement "javaFileObjects.add(JavaFileObjects.forSourceString(String.format("%s.%s"`generator.getPackageName()`generator.getClassName())`generator.generate()));" is 150.,68
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,GenerateRibDialog,GenerateRibDialog,Long Identifier,The length of the field createPresenterAndViewCheckBox is 30.,34
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,GenerateRibDialog,doOKAction,Long Identifier,The length of the field createPresenterAndViewCheckBox is 30.,49
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,GenerateRibDialog,doOKAction,Long Statement,The length of the statement "this.listener.onGenerateClicked(ribNameTextField.getText()`createPresenterAndViewCheckBox.isSelected()`createKotlinCode.isSelected());" is 134.,49
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,GenerateAction,createSourceFile,Long Statement,The length of the statement "PsiFile file=PsiFileFactory.getInstance(project).createFileFromText(String.format("%s" + generator.getFileExtension()`generator.getClassName())`JavaLanguage.INSTANCE`generator.generate());" is 188.,76
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,GenerateAction,isAvailable,Long Statement,The length of the statement "if (projectFileIndex.isUnderSourceRootOfType(dir.getVirtualFile()`JavaModuleSourceRootTypes.SOURCES) && checkPackageExists(dir)) {" is 130.,169
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithPresenterAndView,Long Identifier,The length of the identifier interactorWithPresenterTestGenerator is 36.,37
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithPresenterAndView,Long Statement,The length of the statement "InteractorWithPresenterGenerator interactorGenerator=new InteractorWithPresenterGenerator(packageName`ribName`isKotlinSelected);" is 128.,37
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithPresenterAndView,Long Statement,The length of the statement "InteractorWithPresenterTestGenerator interactorWithPresenterTestGenerator=new InteractorWithPresenterTestGenerator(packageName`ribName`isKotlinSelected);" is 153.,37
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithPresenterAndView,Long Statement,The length of the statement "return new GeneratorPair(ImmutableList.of(interactorGenerator`viewBuilderGenerator`viewGenerator`viewRouterGenerator)`ImmutableList.of(interactorWithPresenterTestGenerator`viewRouterTestGenerator));" is 198.,37
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithoutPresenterAndView,Long Identifier,The length of the identifier interactorWithEmptyPresenterTestGenerator is 41.,64
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithoutPresenterAndView,Long Statement,The length of the statement "InteractorWithEmptyPresenterGenerator interactorGenerator=new InteractorWithEmptyPresenterGenerator(packageName`ribName`isKotlinSelected);" is 138.,64
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithoutPresenterAndView,Long Statement,The length of the statement "InteractorWithEmptyPresenterTestGenerator interactorWithEmptyPresenterTestGenerator=new InteractorWithEmptyPresenterTestGenerator(packageName`ribName`isKotlinSelected);" is 168.,64
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,Generators,getGeneratorsForRibWithoutPresenterAndView,Long Statement,The length of the statement "return new GeneratorPair(ImmutableList.of(interactorGenerator`builderGenerator`routerGenerator)`ImmutableList.of(interactorWithEmptyPresenterTestGenerator`routerTestGenerator));" is 177.,64
RIBs-master,com.uber.presidio.intellij_plugin.action.rib,GenerateRibAction,onGenerateClicked,Long Statement,The length of the statement "final GeneratorPair generators=createPresenterAndView ? Generators.getGeneratorsForRibWithPresenterAndView(getPackageName()`ribName`isKotlinSelected) : Generators.getGeneratorsForRibWithoutPresenterAndView(getPackageName()`ribName`isKotlinSelected);" is 249.,32
