Project Name,Package Name,Architecture Smell,Cause of the Smell
59_mvp-project-master,com.pccb.newapp.bean,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BannerListBean]; [BannersEntity]; [BaseResponse; Response; TenderListResponse]; [SystemStatisticsInfo]; [Tender]; [UploadImageEntity; DataEntity]; [RowsEntity]; [UserBase]; [UserDataBean]. LCC (Lack of Component Cohesion) = 0.75
59_mvp-project-master,com.pccb.newapp.global,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp.global; com.pccb.newapp.util
59_mvp-project-master,com.pccb.newapp.greendao.gen,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DaoMaster; OpenHelper; DevOpenHelper; DaoSession; UserBaseDao; UserDataBeanDao]; [Properties]; [Properties]. LCC (Lack of Component Cohesion) = 0.38
59_mvp-project-master,com.pccb.newapp,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp; com.pccb.newapp.mvp.home; com.pccb.newapp.view.slideview; com.pccb.newapp.ui.webview
59_mvp-project-master,com.pccb.newapp,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.pccb.newapp.mvp.home; com.pccb.newapp.ui
59_mvp-project-master,com.pccb.newapp.mvp.home,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp.mvp.home; com.pccb.newapp.view.slideview; com.pccb.newapp.ui.webview; com.pccb.newapp
59_mvp-project-master,com.pccb.newapp.mvp.product,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ProductContract; ProductItemFragment; ProductListAdapter; ViewInvestList; StartCountTimer; ProductModel; ProductPresenter; View; ProductFragment; TablayoutAdapter]; [Presenter]; [Model]. LCC (Lack of Component Cohesion) = 0.25
59_mvp-project-master,com.pccb.newapp.net.http,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HttpSubscriber]; [HttpUtil]; [LoggerInterceptor]; [NewUrl]; [PccbApi; RetrofitHelper]. LCC (Lack of Component Cohesion) = 0.83
59_mvp-project-master,com.pccb.newapp.ui,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp.ui; com.pccb.newapp.view.slideview; com.pccb.newapp.ui.webview; com.pccb.newapp
59_mvp-project-master,com.pccb.newapp.ui,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConsultantFragment; OnFragmentInteractionListener; ForumFragment; HomeFragment; MyOnPageChangeListener; MyFragment]; [OnFragmentInteractionListener]; [OnFragmentInteractionListener]; [Main2Activity; ViewPagerAdapter]; [OnFragmentInteractionListener]; [StatusBarCompat]; [TabDb]. LCC (Lack of Component Cohesion) = 0.54
59_mvp-project-master,com.pccb.newapp.ui.webview,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp.ui.webview; com.pccb.newapp; com.pccb.newapp.mvp.home; com.pccb.newapp.view.slideview
59_mvp-project-master,com.pccb.newapp.ui.webview,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.pccb.newapp
59_mvp-project-master,com.pccb.newapp.util,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp.util; com.pccb.newapp.global
59_mvp-project-master,com.pccb.newapp.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.pccb.newapp.global
59_mvp-project-master,com.pccb.newapp.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ArithUtils]; [Base64]; [CommonUtils]; [ConnectUtils]; [CrashHandler]; [DateUtil]; [IDCardUtils]; [MoneyUtil]; [PccbUtils]; [PreferencesUtils]; [ScreenUtil]; [SharedPreferencesTool]; [StringUtils]; [ToastUtil]; [ViewUtil]. LCC (Lack of Component Cohesion) = 1.0
59_mvp-project-master,com.pccb.newapp.view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [mScrollView; ISmartScrollChangedListener]; [ProgressWheel; WheelSavedState; ProgressCallback]; [TextSwitcherView]. LCC (Lack of Component Cohesion) = 0.5
59_mvp-project-master,com.pccb.newapp.view.slideview,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.pccb.newapp.view.slideview; com.pccb.newapp.ui.webview; com.pccb.newapp; com.pccb.newapp.mvp.home
59_mvp-project-master,com.pccb.newapp.view.slideview,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.pccb.newapp.ui.webview
59_mvp-project-master,com.pccb.newapp.view.slideview,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AlphaTransformer]; [AutoScrollViewPager; MyHandler; CustomDurationScroller]; [LoopViewPagerAdapter; RoundAngleImageView; MyVpAdater]; [RoundImageView]; [ScaleTransformer]; [Utildip2px]. LCC (Lack of Component Cohesion) = 0.6
