Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,UserProfileActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,AddressesActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,SettleActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,SettleActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: REQUEST_CODE_REMARK; mMultiStateView; mAddressInfoView; mOnlinePaymentTxt; mOfflinePaymentTxt; mSendTimeLayout; mBookedTimeTxt; mOrderReportView; mSubmitOrderBtn; mRemarkLayout; mRemarkTxt; mSendTimeAdapter; mCheckedSendTimeIndex; mOfflineDrawable; mOnlineDrawable; mCartInfo; mSettleResult; mRemark; mBookingTime
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,BusinessActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,SettingActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,RemarkActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,OrderDetailActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,PaymentActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
LazyWaimai-Android-master,com.cheikh.lazywaimai.ui.activity,MainActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
