Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.data.logger,AndroidLogger,AndroidLogger,Long Statement,The length of the statement "this.tag=cls.getSimpleName().length() > MAX_TAG_LENGTH ? cls.getSimpleName().substring(0`MAX_TAG_LENGTH - 1) : cls.getSimpleName();" is 131.,13
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.data.logger,AndroidLogger,AndroidLogger,Long Statement,The length of the statement "this.tag=cls.getSimpleName().length() > MAX_TAG_LENGTH ? cls.getSimpleName().substring(0`MAX_TAG_LENGTH - 1) : cls.getSimpleName();" is 131.,13
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.data.searchhistory,SearchHistoryDbHelper,onCreate,Long Statement,The length of the statement "db.execSQL("CREATE TABLE " + SearchHistoryEntry.TABLE_NAME + "("+ BaseColumns._ID+ " INTEGER PRIMARY KEY`"+ SearchHistoryEntry.COLUMN_NAME_SEARCH_QUERY+ " TEXT UNIQUE)");" is 170.,20
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.data.searchhistory,SqliteSearchHistoryDataSource,getAll,Long Statement,The length of the statement "String searchHistoryItemQuery=cursor.getString(cursor.getColumnIndexOrThrow(SearchHistoryEntry.COLUMN_NAME_SEARCH_QUERY));" is 122.,24
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.data.searchhistory,SearchHistoryDbHelper,onCreate,Long Statement,The length of the statement "db.execSQL("CREATE TABLE " + SearchHistoryEntry.TABLE_NAME + "("+ BaseColumns._ID+ " INTEGER PRIMARY KEY`"+ SearchHistoryEntry.COLUMN_NAME_SEARCH_QUERY+ " TEXT UNIQUE)");" is 170.,20
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.data.searchhistory,SqliteSearchHistoryDataSource,getAll,Long Statement,The length of the statement "String searchHistoryItemQuery=cursor.getString(cursor.getColumnIndexOrThrow(SearchHistoryEntry.COLUMN_NAME_SEARCH_QUERY));" is 122.,24
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.models,User,toString,Long Statement,The length of the statement "return MoreObjects.toStringHelper(this).add("login"`login).add("avatarUrl"`avatarUrl).add("name"`name).add("company"`company).add("blog"`blog).add("location"`location).toString();" is 179.,67
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.models,User,toString,Long Statement,The length of the statement "return MoreObjects.toStringHelper(this).add("login"`login).add("avatarUrl"`avatarUrl).add("name"`name).add("company"`company).add("blog"`blog).add("location"`location).toString();" is 179.,67
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,GetSearchHistoryUseCaseTest,testExecute,Magic Number,The method contains a magic number: 2,30
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute,Long Identifier,The length of the identifier searchHistoryItemArgumentCaptor is 31.,42
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute,Magic Number,The method contains a magic number: 2,42
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute_addSearchHistoryItemThrowsException,Long Identifier,The length of the identifier searchHistoryItemArgumentCaptor is 31.,66
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute_addSearchHistoryItemThrowsException,Magic Number,The method contains a magic number: 2,66
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,GetSearchHistoryUseCaseTest,testExecute,Magic Number,The method contains a magic number: 2,30
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute,Long Identifier,The length of the identifier searchHistoryItemArgumentCaptor is 31.,42
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute,Magic Number,The method contains a magic number: 2,42
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute_addSearchHistoryItemThrowsException,Long Identifier,The length of the identifier searchHistoryItemArgumentCaptor is 31.,66
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.domain.usecases,SearchUsersUseCaseTest,testExecute_addSearchHistoryItemThrowsException,Magic Number,The method contains a magic number: 2,66
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchActivity,onCreate,Long Statement,The length of the statement "presenter=new SearchPresenter(this`new SearchUsersUseCase(serviceLocator.getGithubDataSource()`serviceLocator.getSearchHistoryDataSource()`serviceLocator.getLogger(SearchUsersUseCase.class))`new GetSearchHistoryUseCase(serviceLocator.getSearchHistoryDataSource())`serviceLocator.getLogger(SearchPresenter.class)`serviceLocator.getIoExecutorService()`serviceLocator.getMainExecutorService());" is 391.,46
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchPresenter,SearchPresenter,Long Parameter List,The method has 6 parameters. ,30
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchResultAdapter,onBindViewHolder,Long Statement,The length of the statement "Glide.with(holder.avatarImageView).load(resultItem.getAvatarUrl()).placeholder(R.color.teal_200).into(holder.avatarImageView);" is 126.,46
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchPresenterTest,setUp,Long Statement,The length of the statement "searchPresenter=new SearchPresenter(searchView`searchUsersUseCase`getSearchHistoryUseCase`noOpLogger`directExecutorService`directExecutorService);" is 146.,50
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchPresenterTest,testLoad,Magic Number,The method contains a magic number: 2,63
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchPresenterTest,testSearch,Magic Number,The method contains a magic number: 2,95
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchViewModel,SearchViewModel,Long Parameter List,The method has 5 parameters. ,47
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchViewModelTest,setUp,Long Statement,The length of the statement "searchViewModel=new SearchViewModel(searchUsersUseCase`getSearchHistoryUseCase`noOpLogger`directExecutorService`directExecutorService);" is 135.,45
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchViewModelTest,testLoad,Magic Number,The method contains a magic number: 2,57
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchViewModelTest,testOnSearchButtonClick,Magic Number,The method contains a magic number: 2,90
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.search,SearchViewModelTest,testOnResultItemClick,Long Statement,The length of the statement "assertEquals(searchResultItem.getLogin()`searchViewModel.getOpenUserDetailsActivityEvent().getValue().getContentIfNotHandled());" is 128.,141
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.userdetails,UserDetailsActivity,onCreate,Long Statement,The length of the statement "presenter=new UserDetailsPresenter(this`new GetUserUseCase(serviceLocator.getGithubDataSource())`serviceLocator.getLogger(UserDetailsPresenter.class)`serviceLocator.getIoExecutorService()`serviceLocator.getMainExecutorService());" is 229.,41
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.userdetails,UserDetailsPresenter,UserDetailsPresenter,Long Parameter List,The method has 5 parameters. ,23
mvp77_android-clean-architecture-samples-master,com.wasisto.githubuserfinder.android.ui.userdetails,UserDetailsPresenterTest,setUp,Long Statement,The length of the statement "userDetailsPresenter=new UserDetailsPresenter(userDetailsView`getUserUseCase`noOpLogger`directExecutorService`directExecutorService);" is 133.,40
