Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
CodeSmells-in-application-MVP-2,com.jess.arms.base,BaseApplication,getAppComponent,Long Statement,The length of the statement "Preconditions.checkState(mAppDelegate instanceof App`"%s must be implements %s"`mAppDelegate.getClass().getName()`App.class.getName());" is 135.,81
CodeSmells-in-application-MVP-2,com.jess.arms.base,BaseLazyLoadFragment,isParentVisible,Long Statement,The length of the statement "return fragment == null || (fragment instanceof BaseLazyLoadFragment && ((BaseLazyLoadFragment)fragment).isVisibleToUser);" is 122.,46
CodeSmells-in-application-MVP-2,com.jess.arms.base,BaseLazyLoadFragment,tryLoadData,Complex Conditional,The conditional expression isViewCreated && isVisibleToUser && isParentVisible()&& !isDataLoaded is complex.,70
CodeSmells-in-application-MVP-2,com.jess.arms.base.delegate,AppDelegate,onCreate,Long Identifier,The length of the field mActivityLifecycleForRxLifecycle is 32.,99
CodeSmells-in-application-MVP-2,com.jess.arms.base.delegate,AppDelegate,onCreate,Long Statement,The length of the statement "mAppComponent=DaggerAppComponent.builder().application(mApplication).globalConfigModule(getGlobalConfigModule(mApplication`mModules)).build();" is 142.,99
CodeSmells-in-application-MVP-2,com.jess.arms.base.delegate,AppDelegate,onTerminate,Complex Method,Cyclomatic complexity of the method is 8,141
CodeSmells-in-application-MVP-2,com.jess.arms.base.delegate,AppDelegate,onTerminate,Long Identifier,The length of the field mActivityLifecycleForRxLifecycle is 32.,141
CodeSmells-in-application-MVP-2,com.jess.arms.base.delegate,AppDelegate,getAppComponent,Long Statement,The length of the statement "Preconditions.checkNotNull(mAppComponent`"%s == null` first call %s#onCreate(Application) in %s#onCreate()"`AppComponent.class.getName()`getClass().getName()`mApplication == null ? Application.class.getName() : mApplication.getClass().getName());" is 246.,189
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,AppModule,bindActivityLifecycleForRxLifecycle,Long Identifier,The length of the parameter activityLifecycleForRxLifecycle is 31.,103
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,ClientModule,provideRetrofit,Long Parameter List,The method has 6 parameters. ,65
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,ClientModule,provideRetrofit,Long Statement,The length of the statement "builder.addCallAdapterFactory(RxJava2CallAdapterFactory.create()).addConverterFactory(GsonConverterFactory.create(gson));" is 121.,65
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,ClientModule,provideClient,Long Parameter List,The method has 7 parameters. ,94
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,ClientModule,provideClient,Long Statement,The length of the statement "builder.connectTimeout(TIME_OUT`TimeUnit.SECONDS).readTimeout(TIME_OUT`TimeUnit.SECONDS).addNetworkInterceptor(intercept);" is 122.,94
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,GlobalConfigModule,provideCacheFactory,Missing default,The following switch statement is missing a default case: switch (type.getCacheTypeId()) {,216
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,GlobalConfigModule,provideExecutorService,Long Statement,The length of the statement "return mExecutorService == null ? new ThreadPoolExecutor(0`Integer.MAX_VALUE`60`TimeUnit.SECONDS`new SynchronousQueue<>()`Util.threadFactory("Arms Executor"`false)) : mExecutorService;" is 184.,235
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,GlobalConfigModule,provideExecutorService,Magic Number,The method contains a magic number: 60,235
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,GlobalConfigModule,printHttpLogLevel,Long Statement,The length of the statement "this.printHttpLogLevel=Preconditions.checkNotNull(printHttpLogLevel`"The printHttpLogLevel can not be null` use RequestInterceptor.Level.NONE instead.");" is 153.,337
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,GlobalConfigModule,formatPrinter,Long Statement,The length of the statement "this.formatPrinter=Preconditions.checkNotNull(formatPrinter`FormatPrinter.class.getCanonicalName() + "can not be null.");" is 121.,342
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,Builder,printHttpLogLevel,Long Statement,The length of the statement "this.printHttpLogLevel=Preconditions.checkNotNull(printHttpLogLevel`"The printHttpLogLevel can not be null` use RequestInterceptor.Level.NONE instead.");" is 153.,337
CodeSmells-in-application-MVP-2,com.jess.arms.di.module,Builder,formatPrinter,Long Statement,The length of the statement "this.formatPrinter=Preconditions.checkNotNull(formatPrinter`FormatPrinter.class.getCanonicalName() + "can not be null.");" is 121.,342
CodeSmells-in-application-MVP-2,com.jess.arms.http,OkHttpStreamFetcher,cleanup,Empty catch clause,The method has an empty catch block.,96
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader,ImageLoader,loadImage,Long Statement,The length of the statement "Preconditions.checkNotNull(mStrategy`"Please implement BaseImageLoaderStrategy and call GlobalConfigModule.Builder#imageLoaderStrategy(BaseImageLoaderStrategy) in the applyOptions method of ConfigModule");" is 205.,49
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader,ImageLoader,clear,Long Statement,The length of the statement "Preconditions.checkNotNull(mStrategy`"Please implement BaseImageLoaderStrategy and call GlobalConfigModule.Builder#imageLoaderStrategy(BaseImageLoaderStrategy) in the applyOptions method of ConfigModule");" is 205.,62
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader.glide,GlideConfiguration,applyOptions,Long Statement,The length of the statement "return DiskLruCacheWrapper.create(DataHelper.makeDirs(new File(appComponent.cacheFile()`"Glide"))`IMAGE_DISK_CACHE_MAX_SIZE);" is 125.,55
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader.glide,GlideConfiguration,applyOptions,Magic Number,The method contains a magic number: 1.2,55
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader.glide,GlideConfiguration,applyOptions,Magic Number,The method contains a magic number: 1.2,55
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader.glide,GlideImageLoaderStrategy,loadImage,Complex Method,Cyclomatic complexity of the method is 14,55
CodeSmells-in-application-MVP-2,com.jess.arms.http.imageloader.glide,GlideImageLoaderStrategy,loadImage,Missing default,The following switch statement is missing a default case: switch (config.getCacheStrategy()) {,55
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,logLines,Magic Number,The method contains a magic number: 110,78
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,computeKey,Magic Number,The method contains a magic number: 4,98
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,getRequest,Long Statement,The length of the statement "log=METHOD_TAG + request.method() + DOUBLE_SEPARATOR+ (isEmpty(header) ? "" : HEADERS_TAG + LINE_SEPARATOR + dotHeaders(header));" is 129.,123
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,getResponse,Long Parameter List,The method has 6 parameters. ,131
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,getResponse,Long Statement,The length of the statement "log=((!TextUtils.isEmpty(segmentString) ? segmentString + " - " : "") + "is success : " + isSuccessful+ " - "+ RECEIVED_TAG+ tookMs+ "ms"+ DOUBLE_SEPARATOR+ STATUS_CODE_TAG+ code+ " / "+ message+ DOUBLE_SEPARATOR+ (isEmpty(header) ? "" : HEADERS_TAG + LINE_SEPARATOR + dotHeaders(header)));" is 290.,131
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,printJsonResponse,Long Parameter List,The method has 9 parameters. ,221
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,printJsonResponse,Long Statement,The length of the statement "bodyString=RequestInterceptor.isJson(contentType) ? CharacterHandler.jsonFormat(bodyString) : RequestInterceptor.isXml(contentType) ? CharacterHandler.xmlFormat(bodyString) : bodyString;" is 186.,221
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,DefaultFormatPrinter,printFileResponse,Long Parameter List,The method has 7 parameters. ,251
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,FormatPrinter,printJsonResponse,Long Parameter List,The method has 9 parameters. ,57
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,FormatPrinter,printFileResponse,Long Parameter List,The method has 7 parameters. ,73
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,RequestInterceptor,isParseable,Long Statement,The length of the statement "return isText(mediaType) || isPlain(mediaType) || isJson(mediaType)|| isForm(mediaType)|| isHtml(mediaType)|| isXml(mediaType);" is 127.,102
CodeSmells-in-application-MVP-2,com.jess.arms.http.log,RequestInterceptor,intercept,Long Statement,The length of the statement "mPrinter.printJsonResponse(TimeUnit.NANOSECONDS.toMillis(t2 - t1)`isSuccessful`code`header`responseBody.contentType()`bodyString`segmentList`message`url);" is 154.,168
CodeSmells-in-application-MVP-2,com.jess.arms.integration,ActivityLifecycle,registerFragmentCallbacks,Long Statement,The length of the statement "((FragmentActivity)activity).getSupportFragmentManager().registerFragmentLifecycleCallbacks(mFragmentLifecycle.get()`true);" is 123.,157
CodeSmells-in-application-MVP-2,com.jess.arms.integration,ActivityLifecycle,registerFragmentCallbacks,Long Statement,The length of the statement "@SuppressWarnings("unchecked") List<ConfigModule> modules=(List<ConfigModule>)mExtras.get(IntelligentCache.getKeyOfKeep(ConfigModule.class.getName()));" is 151.,157
CodeSmells-in-application-MVP-2,com.jess.arms.integration,ManifestParser,parse,Long Statement,The length of the statement "ApplicationInfo appInfo=context.getPackageManager().getApplicationInfo(context.getPackageName()`PackageManager.GET_META_DATA);" is 126.,66
CodeSmells-in-application-MVP-2,com.jess.arms.integration,RepositoryManager,obtainRetrofitService,Long Statement,The length of the statement "retrofitService=(T)Proxy.newProxyInstance(serviceClass.getClassLoader()`new Class[]{serviceClass}`new RetrofitServiceProxyHandler(mRetrofit.get()`serviceClass));" is 161.,71
CodeSmells-in-application-MVP-2,com.jess.arms.integration.cache,CacheType,getCacheTypeId,Long Identifier,The length of the field RETROFIT_SERVICE_CACHE_TYPE_ID is 30.,51
CodeSmells-in-application-MVP-2,com.jess.arms.integration.cache,CacheType,calculateCacheSize,Magic Number,The method contains a magic number: 1024,56
CodeSmells-in-application-MVP-2,com.jess.arms.integration.cache,CacheType,calculateCacheSize,Magic Number,The method contains a magic number: 1024,79
CodeSmells-in-application-MVP-2,com.jess.arms.integration.cache,CacheType,calculateCacheSize,Magic Number,The method contains a magic number: 1024,102
CodeSmells-in-application-MVP-2,com.jess.arms.integration.cache,CacheType,calculateCacheSize,Magic Number,The method contains a magic number: 1024,125
CodeSmells-in-application-MVP-2,com.jess.arms.integration.cache,CacheType,calculateCacheSize,Magic Number,The method contains a magic number: 1024,148
CodeSmells-in-application-MVP-2,com.jess.arms.integration.lifecycle,ActivityLifecycleForRxLifecycle,onActivityCreated,Long Statement,The length of the statement "((FragmentActivity)activity).getSupportFragmentManager().registerFragmentLifecycleCallbacks(mFragmentLifecycle.get()`true);" is 123.,51
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,dip2px,Magic Number,The method contains a magic number: 0.5f,83
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,pix2dip,Magic Number,The method contains a magic number: 0.5f,95
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,sp2px,Magic Number,The method contains a magic number: 0.5f,107
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,px2sp,Magic Number,The method contains a magic number: 0.5f,119
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,getDimens,Long Statement,The length of the statement "return getResources(context).getDimension(getResources(context).getIdentifier(dimenName`"dimen"`context.getPackageName()));" is 123.,156
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,encodeToMD5,Magic Number,The method contains a magic number: 2,369
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,encodeToMD5,Magic Number,The method contains a magic number: 0xFF,369
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,encodeToMD5,Magic Number,The method contains a magic number: 0x10,369
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,encodeToMD5,Magic Number,The method contains a magic number: 0xFF,369
CodeSmells-in-application-MVP-2,com.jess.arms.utils,ArmsUtils,obtainAppComponentFromContext,Long Statement,The length of the statement "Preconditions.checkState(context.getApplicationContext() instanceof App`"%s must be implements %s"`context.getApplicationContext().getClass().getName()`App.class.getName());" is 173.,456
CodeSmells-in-application-MVP-2,com.jess.arms.utils,CharacterHandler,filter,Long Parameter List,The method has 6 parameters. ,55
CodeSmells-in-application-MVP-2,com.jess.arms.utils,CharacterHandler,str2HexStr,Magic Number,The method contains a magic number: 0x0f0,72
CodeSmells-in-application-MVP-2,com.jess.arms.utils,CharacterHandler,str2HexStr,Magic Number,The method contains a magic number: 4,72
CodeSmells-in-application-MVP-2,com.jess.arms.utils,CharacterHandler,str2HexStr,Magic Number,The method contains a magic number: 0x0f,72
CodeSmells-in-application-MVP-2,com.jess.arms.utils,CharacterHandler,jsonFormat,Magic Number,The method contains a magic number: 4,93
CodeSmells-in-application-MVP-2,com.jess.arms.utils,CharacterHandler,jsonFormat,Magic Number,The method contains a magic number: 4,93
CodeSmells-in-application-MVP-2,com.jess.arms.utils,DataHelper,bytyToString,Magic Number,The method contains a magic number: 1024,276
