Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
90_MyAppMVP-master,com.demo.myappmvp,ApplicationTest,0,0,1,1,8,1,0,0,-1.0,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\androidTest\java\com\demo\myappmvp\ApplicationTest.java,6
90_MyAppMVP-master,com.demo.myappmvp,BasePresenter,0,0,2,0,7,2,0,0,-1.0,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\BasePresenter.java,3
90_MyAppMVP-master,com.demo.myappmvp,BaseView,0,0,1,0,6,1,0,0,-1.0,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\BaseView.java,3
90_MyAppMVP-master,com.demo.myappmvp,ExampleUnitTest,0,0,1,1,8,1,0,0,-1.0,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\test\java\com\demo\myappmvp\ExampleUnitTest.java,7
90_MyAppMVP-master,com.demo.myappmvp.adapter,AccountFragment,0,0,1,1,8,1,0,0,-1.0,2,1,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\adapter\AccountFragment.java,5
90_MyAppMVP-master,com.demo.myappmvp.adapter,MainActivity,7,0,6,4,40,10,0,0,0.6666666666666666,0,2,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\adapter\MainActivity.java,16
90_MyAppMVP-master,com.demo.myappmvp.adapter,SectionsPagerAdapter,6,0,7,7,49,13,0,0,0.42857142857142855,1,3,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\adapter\SectionsPagerAdapter.java,9
90_MyAppMVP-master,com.demo.myappmvp.adapter,ShoppingCartFragment,0,0,1,1,8,1,0,0,-1.0,2,1,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\adapter\ShoppingCartFragment.java,5
90_MyAppMVP-master,com.demo.myappmvp.addedittask,AddEditTaskActivity,3,2,1,1,12,1,0,0,0.0,1,1,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\addedittask\AddEditTaskActivity.java,8
90_MyAppMVP-master,com.demo.myappmvp.addedittask,AddEditTaskPresenter,0,0,0,0,5,0,0,0,-1.0,1,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\addedittask\AddEditTaskPresenter.java,3
90_MyAppMVP-master,com.demo.myappmvp.base,MyApplication,7,0,8,8,77,13,0,0,0.25,5,2,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\base\MyApplication.java,14
90_MyAppMVP-master,com.demo.myappmvp.data.entity,BaseEntity,2,0,4,4,22,4,1,0,0.5,2,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\entity\BaseEntity.java,3
90_MyAppMVP-master,com.demo.myappmvp.data.entity,ProductEntity,10,0,20,20,82,20,0,1,0.5,2,1,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\entity\ProductEntity.java,5
90_MyAppMVP-master,com.demo.myappmvp.data.entity,DataBean,9,0,18,18,70,18,0,0,0.5,1,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\entity\ProductEntity.java,19
90_MyAppMVP-master,com.demo.myappmvp.data.entity,ListBean,8,0,16,16,58,16,0,0,0.5,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\entity\ProductEntity.java,39
90_MyAppMVP-master,com.demo.myappmvp.data.http,BlogService,0,0,6,0,11,6,0,0,-1.0,1,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\http\BlogService.java,16
90_MyAppMVP-master,com.demo.myappmvp.data.http,OkHttpClientUtil,2,0,3,2,23,5,0,0,0.6666666666666666,2,1,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\http\OkHttpClientUtil.java,7
90_MyAppMVP-master,com.demo.myappmvp.data.http,RetrofitUtil,11,0,4,3,37,6,0,0,0.5,2,5,C:\Users\ranja\Downloads\New_6_May_RA\MVP\90_MyAppMVP-master\app\src\main\java\com\demo\myappmvp\data\http\RetrofitUtil.java,15
