Project Name,Package Name,Architecture Smell,Cause of the Smell
22_dream-company-master,dreamcompany.config,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApplicationWebConfiguration]; [BeanConfiguration]; [CloudConfiguration]; [SecurityConfiguration]; [WebSocketChatEventListener]; [WebSocketConfiguration]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.domain.model.binding,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OfficeCreateBindingModel]; [OfficeEditBindingModel]; [ProjectCreateBindingModel]; [ProjectEditBindingModel]; [TaskCreateBindingModel]; [TaskEditBindingModel]; [TeamCreateBindingModel]; [TeamEditBindingModel]; [UserEditBindingModel]; [UserRegisterBindingModel]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.domain.model.service,Ambiguous Interface,The tool detected the smell in this component because the component provides only a single, general entry-point via the following class: RoleServiceModel
22_dream-company-master,dreamcompany.domain.model.view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChatMessageViewModel]; [FriendViewModel]; [OfficeAllViewModel]; [OfficeDeleteViewModel]; [OfficeDetailsViewModel]; [OfficeFetchViewModel]; [ProjectAllViewModel]; [ProjectDeleteViewModel]; [ProjectDetailsViewModel; TeamAllViewModel]; [ProjectFetchViewModel]; [ProjectHomeViewModel]; [TaskAllViewModel]; [TaskAssignedViewModel]; [TaskAssignViewModel]; [TaskDeleteViewModel]; [TaskDetailsViewModel]; [TaskFetchViewModel]; [TeamDeleteViewModel]; [TeamDetailsViewModel]; [UserAddRemoveFromTeamViewModel]; [UserAllViewModel]; [UserAssignTaskViewModel]; [UserFetchViewModel]; [UserInTeamDetailsViewModel]; [UserPositionChangeViewModel]; [UserProfileViewModel]. LCC (Lack of Component Cohesion) = 0.96
22_dream-company-master,dreamcompany.error.duplicates,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EmailAlreadyExistException]; [OfficeAddressAlreadyExists]; [ProjectNameAlreadyExistException]; [TaskNameAlreadyExistException]; [TeamNameAlreadyExistException]; [UsernameAlreadyExistException]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.error.notexist,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FriendRequestNotFoundException]; [OfficeNotFoundException]; [ProjectNotFoundException]; [TaskNotFoundException]; [TeamNotFoundException]; [UserNotFoundException]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.repository,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChatMessageRepository]; [FriendRequestRepository]; [LogRepository]; [OfficeRepository]; [ProjectRepository]; [RoleRepository]; [TaskRepository]; [TeamRepository]; [UserRepository]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.service.implementation,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChatMessageServiceImpl]; [CloudinaryServiceImpl]; [FriendRequestServiceImpl]; [LogServiceImpl]; [OfficeServiceImpl]; [ProjectServiceImpl]; [RoleServiceImpl]; [TaskServiceImpl]; [TeamServiceImpl]; [UserServiceImpl]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.service.implementation.validation,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LogValidationServiceImpl; LogValidationServiceTests]; [OfficeValidationServiceImpl; OfficeValidationServiceTests]; [ProjectValidationServiceImpl; ProjectValidationServiceTests]; [TaskValidationServiceImpl; TaskValidationServiceTests]; [TeamValidationServiceImpl; TeamValidationServiceTests]; [UserValidationServiceImpl; UserValidationServiceTests]. LCC (Lack of Component Cohesion) = 0.5
22_dream-company-master,dreamcompany.service.interfaces,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChatMessageService]; [CloudinaryService]; [FriendRequestService]; [LogService]; [OfficeService]; [ProjectService]; [RoleService]; [TaskService]; [TeamService]; [UserService]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.service.interfaces.validation,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LogValidationService]; [OfficeValidationService]; [ProjectValidationService]; [TaskValidationService]; [TeamValidationService]; [UserValidationService]. LCC (Lack of Component Cohesion) = 1.0
22_dream-company-master,dreamcompany.web.interceptors,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CreateTaskInterceptor]; [CreateTeamInterceptor]; [EditTeamEmployeesInterceptor]; [FaviconInterceptor]; [LeaderInterceptor]; [ManagerInterceptor]; [ProfilePictureInterceptor]. LCC (Lack of Component Cohesion) = 1.0
