Project Name,Package Name,Architecture Smell,Cause of the Smell
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: zingmyorder.kitchen.mobile; zingmyorder.kitchen.mobile.base
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): zingmyorder.kitchen.mobile.base
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExampleInstrumentedTest]; [ApiInterface; DataManager; ResponseListener]; [AppConstants]; [ApplicationHome]; [CommonUtils]; [MainActivity]; [MyFirebaseInstanceService; Utils]; [NotificationActionsReceiver]; [SingleLiveEvent]; [ExampleUnitTest]. LCC (Lack of Component Cohesion) = 0.77
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.base,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: zingmyorder.kitchen.mobile.base; zingmyorder.kitchen.mobile
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.base,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BaseActivity; OnDialogActionListener; BaseFragment]; [Callback]; [BaseSchedulers]; [BaseViewModel]. LCC (Lack of Component Cohesion) = 0.67
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.custom,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnimateLinearLayout]; [CustomTextView]; [MyCustomButton]; [MyCustomEditText; DrawableClickListener]; [TextDrawable]. LCC (Lack of Component Cohesion) = 0.83
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.di,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ActivityModule]; [AppComponent]; [Builder]; [AppModule; SchedulerProvider]; [FragmentBuildersModule]; [Injectable]; [NetworkModule]; [RegistrationModule; ViewModelProviderFactory]; [RegistrationModuleProvider]; [ViewModelFactory; ViewModelModule]. LCC (Lack of Component Cohesion) = 0.77
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.models,Ambiguous Interface,The tool detected the smell in this component because the component provides only a single, general entry-point via the following class: ApiResponse
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.view.orders.model,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CarDetails; Orders; OrdersWrapper]; [MenuDetail; OrderFullDetailInner]; [OrderContentSample]. LCC (Lack of Component Cohesion) = 0.5
19_RecyclerViewSqliteRoomCrud-master,zingmyorder.kitchen.mobile.view.settings,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AppSettingsActivity; AppSettingsActivityVM; RingtonePickerAdapter; ViewHolder; RingtoneInterface; SettingsRVAdapter; SettingsRVInteraction; SettingsFragment; SettingsFragmentVM]; [BluetoothDeviceInterface; BluetoothItemAdapter; PairedItemHolder; PrinterSettingsActivity; PrinterSettingsActivityVM]; [DashboardSettingsActivity; DashboardSettingsVM]; [ViewHolder]. LCC (Lack of Component Cohesion) = 0.24
