Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
60_AndroidMvpEXample-master,hankou.com.hankouapp.common.view,MainActivityTest,2,1,1,1,11,1,0,0,0.0,0,1,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\androidTest\java\hankou\com\hankouapp\common\view\MainActivityTest.java,28
60_AndroidMvpEXample-master,com.hankou.adapter,BasePagerAdapter,2,2,5,5,33,8,0,0,0.4,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\BasePagerAdapter.java,10
60_AndroidMvpEXample-master,com.hankou.adapter,BasePagerRecyclerAdapter,2,2,5,5,33,8,1,0,0.4,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\BasePagerRecyclerAdapter.java,12
60_AndroidMvpEXample-master,com.hankou.adapter,HomePagerAdapter,6,3,7,7,47,9,0,0,0.2857142857142857,3,3,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\HomePagerAdapter.java,21
60_AndroidMvpEXample-master,com.hankou.adapter,Holder,3,3,1,1,9,1,0,0,0.0,3,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\HomePagerAdapter.java,71
60_AndroidMvpEXample-master,com.hankou.adapter,TestVideoAdapter,2,2,4,4,30,6,0,1,1.0,1,2,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\TestVideoAdapter.java,19
60_AndroidMvpEXample-master,com.hankou.adapter,Holder,2,2,1,1,8,1,0,0,0.0,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\TestVideoAdapter.java,47
60_AndroidMvpEXample-master,com.hankou.adapter,VideoAdapter,5,2,6,6,43,9,0,0,0.3333333333333333,1,3,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\VideoAdapter.java,20
60_AndroidMvpEXample-master,com.hankou.adapter,Holder,2,2,1,1,8,1,0,0,0.0,0,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\VideoAdapter.java,67
60_AndroidMvpEXample-master,com.hankou.adapter,ViewPagerAdapter,3,0,5,5,28,6,0,0,0.6,1,0,C:\Users\ranja\Downloads\New_6_May_RA\MVP\60_AndroidMvpEXample-master\app\src\main\java\com\hankou\adapter\ViewPagerAdapter.java,10
