Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
20_PRONET-master,control,AdminAuthenticationFilter,doFilter,Complex Conditional,The conditional expression session == null || session.getAttribute("ProfID") == null || session.getAttribute("isAdmin") == null is complex.,26
20_PRONET-master,control,AdminServlet,doGet,Complex Method,Cyclomatic complexity of the method is 10,30
20_PRONET-master,control,AJAXServlet,doPost,Complex Conditional,The conditional expression decision == null || askerIDstr == null || receiverIDstr == null is complex.,49
20_PRONET-master,control,AJAXServlet,doPost,Complex Conditional,The conditional expression text == null || sentByProfStr == null || sentToProfStr == null is complex.,49
20_PRONET-master,control,AJAXServlet,doPost,Complex Conditional,The conditional expression latestGot == null || homeprof == null || awayprof == null is complex.,49
20_PRONET-master,control,AJAXServlet,doPost,Complex Conditional,The conditional expression commentText == null || articleIDstr == null || authorIDstr == null is complex.,49
20_PRONET-master,control,AJAXServlet,doPost,Complex Conditional,The conditional expression type == null || commentORapplicationIDstr == null || interestBystr == null || articleIdstr == null is complex.,49
20_PRONET-master,control,AJAXServlet,doPost,Complex Method,Cyclomatic complexity of the method is 49,49
20_PRONET-master,control,AJAXServlet,doPost,Long Method,The method has 332 lines of code.,49
20_PRONET-master,control,AJAXServlet,doPost,Magic Number,The method contains a magic number: 255,49
20_PRONET-master,control,AJAXServlet,doPost,Magic Number,The method contains a magic number: 65530,49
20_PRONET-master,control,AJAXServlet,doPost,Magic Number,The method contains a magic number: 16777210,49
20_PRONET-master,control,AJAXServlet,doPost,Magic Number,The method contains a magic number: 2,49
20_PRONET-master,control,AJAXServlet,doPost,Magic Number,The method contains a magic number: 1000000,49
20_PRONET-master,control,AJAXServlet,doPost,Magic Number,The method contains a magic number: 65530,49
20_PRONET-master,control,AJAXServlet,doPost,Missing default,The following switch statement is missing a default case: switch (action) {,49
20_PRONET-master,control,AJAXServlet,doPost,Missing default,The following switch statement is missing a default case: switch (fileVerdict) {,49
20_PRONET-master,control,AJAXServlet,checkFilePartAcceptable,Complex Conditional,The conditional expression !contentType.substring(0`j).equals("image") && !contentType.substring(0`j).equals("video") && !contentType.substring(0`j).equals("audio") is complex.,349
20_PRONET-master,control,AJAXServlet,checkFilePartAcceptable,Long Statement,The length of the statement "if (!contentType.substring(0`j).equals("image") && !contentType.substring(0`j).equals("video") && !contentType.substring(0`j).equals("audio")) {" is 144.,349
20_PRONET-master,control,AJAXServlet,checkFilePartAcceptable,Magic Number,The method contains a magic number: 2,349
20_PRONET-master,control,ChangeServlet,doGet,Complex Conditional,The conditional expression password == null || password.isEmpty() || newEmail == null || newEmail.isEmpty() is complex.,43
20_PRONET-master,control,ChangeServlet,doGet,Complex Conditional,The conditional expression currentPassword == null || currentPassword.isEmpty() || newPassword == null || newPassword.isEmpty() || reNewPassword == null || reNewPassword.isEmpty() is complex.,43
20_PRONET-master,control,ChangeServlet,doGet,Complex Conditional,The conditional expression !SiteFunctionality.checkInputText(tempProf.getEmploymentStatus()`true`255) || !SiteFunctionality.checkInputText(tempProf.getEmploymentInstitution()`true`255) || !SiteFunctionality.checkInputText(tempProf.getDescription()`false`1024)|| !SiteFunctionality.checkInputNumber(tempProf.getPhone()`32`false)|| !SiteFunctionality.checkInputText(tempProf.getProfessionalExperience()`false`0)|| !SiteFunctionality.checkInputText(tempProf.getEducationBackground()`false`0)|| !SiteFunctionality.checkInputText(tempProf.getSkills()`false`0) is complex.,43
20_PRONET-master,control,ChangeServlet,doGet,Complex Method,Cyclomatic complexity of the method is 32,43
20_PRONET-master,control,ChangeServlet,doGet,Long Method,The method has 214 lines of code.,43
20_PRONET-master,control,ChangeServlet,doGet,Long Statement,The length of the statement "if (currentPassword == null || currentPassword.isEmpty() || newPassword == null || newPassword.isEmpty() || reNewPassword == null || reNewPassword.isEmpty()) {" is 159.,43
20_PRONET-master,control,ChangeServlet,doGet,Long Statement,The length of the statement "if (!SiteFunctionality.checkInputText(tempProf.getEmploymentStatus()`true`255) || !SiteFunctionality.checkInputText(tempProf.getEmploymentInstitution()`true`255) || !SiteFunctionality.checkInputText(tempProf.getDescription()`false`1024)|| !SiteFunctionality.checkInputNumber(tempProf.getPhone()`32`false)|| !SiteFunctionality.checkInputText(tempProf.getProfessionalExperience()`false`0)|| !SiteFunctionality.checkInputText(tempProf.getEducationBackground()`false`0)|| !SiteFunctionality.checkInputText(tempProf.getSkills()`false`0)) {" is 534.,43
20_PRONET-master,control,ChangeServlet,doGet,Long Statement,The length of the statement "System.out.println("Form to change profile submitted but one or more fields have illegal (or too big) input characters.");" is 122.,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 2,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 3,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 32,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 503,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 2,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 255,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 255,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 1024,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 32,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 503,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 503,43
20_PRONET-master,control,ChangeServlet,doGet,Magic Number,The method contains a magic number: 2,43
20_PRONET-master,control,ChangeServlet,doGet,Missing default,The following switch statement is missing a default case: switch (attr) {,43
20_PRONET-master,control,ChangeServlet,doGet,Missing default,The following switch statement is missing a default case: switch (result) {,43
20_PRONET-master,control,ChangeServlet,doGet,Missing default,The following switch statement is missing a default case: switch (result) {,43
20_PRONET-master,control,ChangeServlet,doGet,Missing default,The following switch statement is missing a default case: switch (result) {,43
20_PRONET-master,control,ChangeServlet,doGet,Missing default,The following switch statement is missing a default case: switch (result) {,43
20_PRONET-master,control,ConnectionServlet,doGet,Complex Conditional,The conditional expression action == null || profIDstr == null || request.getSession(false) == null || request.getSession(false).getAttribute("ProfID") == null is complex.,22
20_PRONET-master,control,ConnectionServlet,doGet,Complex Method,Cyclomatic complexity of the method is 9,22
20_PRONET-master,control,ConnectionServlet,doGet,Long Statement,The length of the statement "if (action == null || profIDstr == null || request.getSession(false) == null || request.getSession(false).getAttribute("ProfID") == null) {" is 139.,22
20_PRONET-master,control,ConnectionServlet,doGet,Missing default,The following switch statement is missing a default case: switch (action) {,22
20_PRONET-master,control,ConnectionServlet,doGet,Missing default,The following switch statement is missing a default case: switch (result) {,22
20_PRONET-master,control,EditArticleServlet,doGet,Complex Conditional,The conditional expression articleIDstr == null || request.getSession(false) == null || request.getSession(false).getAttribute("ProfID") == null is complex.,22
20_PRONET-master,control,EditArticleServlet,doGet,Complex Method,Cyclomatic complexity of the method is 9,22
20_PRONET-master,control,EditArticleServlet,doGet,Long Statement,The length of the statement "if (articleIDstr == null || request.getSession(false) == null || request.getSession(false).getAttribute("ProfID") == null) {" is 124.,22
20_PRONET-master,control,EditArticleServlet,doGet,Magic Number,The method contains a magic number: 2,22
20_PRONET-master,control,EditArticleServlet,doGet,Magic Number,The method contains a magic number: 503,22
