Project Name,Package Name,Architecture Smell,Cause of the Smell
20_PRONET-master,control,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AdminAuthenticationFilter]; [AdminServlet]; [AJAXServlet; FileServlet; ChangeServlet]; [ConnectionServlet]; [EditArticleServlet]; [LogoutServlet]; [NavigationServlet]; [ProfAuthenticationFilter]; [ProfileLinkServlet]; [WelcomeServlet]; [WorkAdLinkServlet]; [WorkAdManagementServlet]. LCC (Lack of Component Cohesion) = 0.86
