Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
mvp88_musiQ-master,com.dihanov.musiq,App,4,0,5,5,36,7,0,0,1.0,1,3,C:\mvp88_musiQ-master\app\src\main\java\com\dihanov\musiq\App.java,25
mvp88_musiQ-master,com.dihanov.musiq,ExampleUnitTest,0,0,1,1,9,1,0,0,-1.0,0,0,C:\mvp88_musiQ-master\app\src\test\java\com\dihanov\musiq\ExampleUnitTest.java,7
mvp88_musiQ-master,com.dihanov.musiq,LastFmApiTest,1,0,2,2,18,2,0,0,1.0,0,2,C:\mvp88_musiQ-master\app\src\test\java\com\dihanov\musiq\LastFmApiTest.java,22
mvp88_musiQ-master,com.dihanov.musiq,LoginPresenterTest,6,2,2,2,29,2,0,0,0.0,0,8,C:\mvp88_musiQ-master\app\src\test\java\com\dihanov\musiq\LoginPresenterTest.java,37
mvp88_musiQ-master,com.dihanov.musiq,RxJavaTestRule,0,0,2,2,19,2,0,0,-1.0,1,0,C:\mvp88_musiQ-master\app\src\test\java\com\dihanov\musiq\RxJavaTestRule.java,11
mvp88_musiQ-master,com.dihanov.musiq.config,Config,6,6,0,0,11,0,0,0,-1.0,10,0,C:\mvp88_musiQ-master\app\src\main\java\com\dihanov\musiq\config\Config.java,5
mvp88_musiQ-master,com.dihanov.musiq.data.db,CachedScrobble,4,4,0,0,9,0,0,0,-1.0,1,0,C:\mvp88_musiQ-master\app\src\main\java\com\dihanov\musiq\data\db\CachedScrobble.java,8
mvp88_musiQ-master,com.dihanov.musiq.data.db,ScrobbleDB,2,0,6,5,29,7,0,0,0.8333333333333334,6,3,C:\mvp88_musiQ-master\app\src\main\java\com\dihanov\musiq\data\db\ScrobbleDB.java,13
mvp88_musiQ-master,com.dihanov.musiq.data.network,ArtistImageDeserializer,0,0,1,1,27,3,0,0,-1.0,0,3,C:\mvp88_musiQ-master\app\src\main\java\com\dihanov\musiq\data\network\ArtistImageDeserializer.java,21
mvp88_musiQ-master,com.dihanov.musiq.data.network,LastFmApiClient,1,0,2,2,12,2,0,0,0.0,23,1,C:\mvp88_musiQ-master\app\src\main\java\com\dihanov\musiq\data\network\LastFmApiClient.java,5
