Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,onReceive,Long Identifier,The length of the identifier offsetBetweenSpecificTimeAndCurrentInMillis is 43.,42
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,onReceive,Long Identifier,The length of the field CINEMA_NOTIFICATION_ACTION_CREATE is 33.,42
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,onReceive,Long Statement,The length of the statement "PendingIntent pendingIntent=PendingIntent.getBroadcast(context`0`createScheduledIntent(intent`dateAndTimeInfo)`PendingIntent.FLAG_UPDATE_CURRENT);" is 146.,42
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,onReceive,Long Statement,The length of the statement "long offsetBetweenSpecificTimeAndCurrentInMillis=SystemClock.elapsedRealtime() + (specificTimeInMillis - currentTimeInMillis());" is 128.,42
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,onReceive,Long Statement,The length of the statement "Notification.Builder notificationBuilder=playSoundWhenNotificationCome(preferences.getBoolean(context.getString(R.string.pref_key_play_sound_on_notification)`true)`context`intent`taskStackBuilder);" is 197.,42
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,playSoundWhenNotificationCome,Long Statement,The length of the statement "notificationBuilder.setSmallIcon(R.drawable.ic_cinema).setContentTitle(getCinemaTitle(intent)).setContentText(getCinemaDesc(intent)).setTicker("Mediateka: " + getCinemaTitle(intent)).setAutoCancel(true).setContentIntent(taskStackBuilder.getPendingIntent(0`PendingIntent.FLAG_UPDATE_CURRENT));" is 292.,100
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,createScheduledIntent,Long Identifier,The length of the field CINEMA_NOTIFICATION_ACTION_CREATE is 33.,120
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,vibrate,Magic Number,The method contains a magic number: 200,134
mvp66_Mediateka-master,com.ru.devit.mediateka.data,CinemaNotificationReceiver,vibrate,Magic Number,The method contains a magic number: 200,134
mvp66_Mediateka-master,com.ru.devit.mediateka.data.datasource.db,ActorDao,updateActor,Long Parameter List,The method has 5 parameters. ,37
mvp66_Mediateka-master,com.ru.devit.mediateka.data.datasource.db,CinemaDao,updateCinema,Long Parameter List,The method has 5 parameters. ,37
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.actor,ActorLocalRepository,getActorById,Long Statement,The length of the statement "return actorDao.getActorById(actorId).map(actorEntity -> mapper.mapDetailActor(actorEntity`cinemaActorJoinDao.getCinemasForActor(actorId)));" is 140.,30
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.actor,ActorLocalRepository,updateActor,Long Parameter List,The method has 5 parameters. ,54
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.actor,ActorRemoteRepository,ActorRemoteRepository,Long Parameter List,The method has 5 parameters. ,25
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.actor,ActorRemoteRepository,getActorById,Long Statement,The length of the statement "return Single.zip(apiService.getActorById(actorId`"tagged_images`movie_credits")`apiService.getImagesForActor(actorId)`(response`imagesResponse) -> {" is 149.,37
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.actor,ActorRemoteRepository,getPopularActors,Long Statement,The length of the statement "return apiService.getPopularActors(page).map(networkMapper::map).doAfterSuccess(actors -> localRepository.insertActors(dbMapper.map(actors))).onErrorResumeNext(throwable -> localRepository.getPopularActors(page));" is 213.,57
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.actor,ActorRemoteRepository,searchActors,Long Statement,The length of the statement "return apiService.searchActors(query).map(networkMapper::map).doAfterNext(actors -> localRepository.insertActors(dbMapper.map(actors))).onErrorResumeNext(throwable -> {" is 168.,65
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.cinema,CinemaLocalRepository,getCinemaById,Long Statement,The length of the statement "return cinemaDao.getCinemaById(cinemaId).map(cinemaEntity -> mapper.getCinemaEntityToCinema().mapCinemaDetail(cinemaEntity`cinemaActorJoinDao.getActorsForCinema(cinemaId)));" is 173.,57
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.cinema,CinemaLocalRepository,searchCinemas,Long Statement,The length of the statement "return cinemaDao.getCinemasByName(query).map(cinemaEntities -> mapper.getCinemaEntityToCinema().reverseMap(cinemaEntities));" is 124.,64
mvp66_Mediateka-master,com.ru.devit.mediateka.data.repository.cinema,CinemaLocalRepository,getFavouriteListCinema,Long Statement,The length of the statement "return cinemaDao.getFavouriteListCinema().map(cinemaEntities -> mapper.getCinemaEntityToCinema().reverseMap(cinemaEntities));" is 125.,71
