Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
MyStock-master,com.chandler.red.mystock,ApplicationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock,SerachActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock,SerachActivity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseActivity
MyStock-master,com.chandler.red.mystock,StockImgApi,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SHIMG; SZIMG; CHUANGIMG; SH50; SH300; ZX; DQS; NSDQ; HK; DQSOY; FS100; RJ225; INDEX_F; IMG_F
MyStock-master,com.chandler.red.mystock,StockImgApi,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: SHIMG; SZIMG; CHUANGIMG; SH50; SH300; ZX; DQS; NSDQ; HK; DQSOY; FS100; RJ225; INDEX_F; IMG_F
MyStock-master,com.chandler.red.mystock,MainActivity,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
MyStock-master,com.chandler.red.mystock,SlidingFinishLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock,StockImgActivity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseActivity
MyStock-master,com.chandler.red.mystock,App,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TAG; instance
MyStock-master,com.chandler.red.mystock,RegText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock.widget,StickyNestedScrollLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock.widget,StickyNavLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock.widget,ScrollListView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock.util,CrawlerPicsUtil,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock.util,DateUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ONE_MINUTE_MILLIS; ONE_HOUR_MILLIS; ONE_DAY_MILLIS
MyStock-master,com.chandler.red.mystock.util,DateUtil,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
MyStock-master,com.chandler.red.mystock.util,LogUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEBUG; TAG
MyStock-master,com.chandler.red.mystock.util,DialogUtils,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
MyStock-master,com.chandler.red.mystock.util,DialogUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
MyStock-master,com.chandler.red.mystock.util,Constants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TYPE_BUY; TYPE_SELL; MyIndex; ShIndex; SzIndex; ChuangIndex; Sh50Index; Sh300Index; ZXIndex; Zz500Index; DqsIndex; NsdkIndex; HkIndex; DEFAULT_NUMBER; DEFAULT_ASSETS; DEFALUT_URL; names; urls
MyStock-master,com.chandler.red.mystock.util,Constants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: TYPE_BUY; TYPE_SELL; MyIndex; ShIndex; SzIndex; ChuangIndex; Sh50Index; Sh300Index; ZXIndex; Zz500Index; DqsIndex; NsdkIndex; HkIndex; DEFAULT_NUMBER; DEFAULT_ASSETS; DEFALUT_URL; names; urls
MyStock-master,com.chandler.red.mystock.activity,SearchImagesActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
