Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,initHeaderGridView,2,1,0,75
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,GridViewWithHeaderAndFooter,4,1,1,78
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,GridViewWithHeaderAndFooter,4,1,2,83
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,GridViewWithHeaderAndFooter,4,1,3,88
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,onMeasure,8,2,2,93
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,setClipChildren,2,1,1,103
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,setClipChildrenSupper,3,1,1,108
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,addHeaderView,3,1,1,117
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,addHeaderView,22,4,3,131
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,addFooterView,3,1,1,172
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,addFooterView,22,4,3,176
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getHeaderViewCount,3,1,0,204
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getFooterViewCount,3,1,0,208
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,removeHeaderView,12,3,1,212
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,removeFooterView,12,3,1,232
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,removeFixedViewInfo,10,3,2,252
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getNumColumnsCompatible,18,3,0,263
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getColumnWidthCompatible,18,2,0,281
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,onDetachedFromWindow,4,1,0,298
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,invalidateRowHeight,3,1,0,304
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getHeaderHeight,6,2,1,308
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getVerticalSpacing,17,2,0,316
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getHorizontalSpacing,17,2,0,336
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getRowHeight,23,4,0,356
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,tryToScrollToBottomSmoothly,9,2,0,384
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,tryToScrollToBottomSmoothly,9,2,1,394
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,setAdapter,15,3,1,404
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,getOriginalAdapter,3,1,0,420
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,FullWidthFixedViewLayout,3,1,1,434
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,onLayout,7,2,5,438
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,onMeasure,5,1,2,448
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,setNumColumns,8,2,1,459
MVCHelper-master,in.srain.cube.views,GridViewWithHeaderAndFooter,HeaderViewGridAdapter,17,3,3,495
