Project Name,Package Name,Architecture Smell,Cause of the Smell
Moxy-develop,moxy,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy; moxy.locators
Moxy-develop,moxy,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy; moxy.viewstate; moxy.locators
Moxy-develop,moxy,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): android.app; moxy.locators; android.support.v4.app
Moxy-develop,moxy.presenter,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.presenter; moxy
Moxy-develop,moxy.presenter,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): moxy
Moxy-develop,moxy.locators,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.locators; moxy
Moxy-develop,moxy.locators,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.locators; moxy; moxy.viewstate
Moxy-develop,moxy.viewstate,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.viewstate; moxy.viewstate.strategy
Moxy-develop,moxy.viewstate,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.viewstate; moxy.locators; moxy
Moxy-develop,moxy.viewstate,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): moxy.viewstate.strategy; moxy.locators
Moxy-develop,moxy.viewstate.strategy,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.viewstate.strategy; moxy.viewstate
Moxy-develop,moxy.viewstate.strategy,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: moxy.viewstate.strategy; moxy.viewstate; moxy.locators
Moxy-develop,target,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SimpleInjectPresenterTarget; SimpleInjectPresenterTarget$$PresentersBinder; PresenterBinder; GenericPresenterTarget$$PresentersBinder; SimpleProvidePresenterTarget$$PresentersBinder; GenericPresenterTarget; SimpleProvidePresenterTarget; PresenterBinder; PresenterBinder]; [NotImplementViewInterfaceTarget]. LCC (Lack of Component Cohesion) = 0.2
Moxy-develop,presenter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PresenterWrapper]; [EmptyViewPresenter]; [EmptyViewPresenter$$ViewStateProvider]; [PresenterWrapper$EmptyViewPresenter$$ViewStateProvider]; [GenericPresenter]; [GenericPresenter$$ViewStateProvider]; [EmptyViewPresenter]. LCC (Lack of Component Cohesion) = 1.0
Moxy-develop,view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NonVoidMethodView]; [ExtendsOfGenericView$$State; TestEventCommand; GenericView$$State; GenericView; SimpleView$$State; GenericWithExtendsView$$State; GenericWithExtendsView; ExtendsOfGenericView; TestEventCommand; SimpleView; TestEventCommand; TestEventCommand]; [EmptyView$$State; EmptyView]; [OverloadingView; OverloadingView$$State; MethodCommand; Method1Command; Method2Command]; [NoMethodStrategyView]; [GenericMethodsView; GenericMethodsView$$State; GenericCommand; GenericWithExtendsCommand]; [StrategiesView; StrategiesView$$State; SingleStateCommand; OneExecutionCommand; WithoutStrategyCommand]. LCC (Lack of Component Cohesion) = 0.23
Moxy-develop,moxy.compiler,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UtilEqualsByTest; ComplexObject; Util; PresenterInjectorRules; AnnotationRule]; [NestedPresenterViewStateProviderTest; TestParams; CompilerTest; PresentersBinderErrorTest; ViewStateTest; MultiModulesTest; ViewStateNegativeTest; NestedViewTest; PresentersBinderTest; ViewStateProviderTest]; [ElementProcessor]; [JavaFilesGenerator]. LCC (Lack of Component Cohesion) = 0.24
