Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.util,DefaultConfig,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: EMULATE_SDK; MANIFEST
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.util,DefaultConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMULATE_SDK; MANIFEST
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.viewModel,PostViewModel,Feature Envy,The tool detected a instance of this smell because getCommentsVisibility is more interested in members of the type: Post
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.injection.module,DataManagerModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.injection.module,ApplicationModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.injection.component,DataManagerComponent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.model,Post,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; by; time; kids; url; score; title; text; postType; string; CREATOR
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.model,User,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: about; id; karma; submitted
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.model,User,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: about; id; karma; submitted
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.model,Comment,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: text; time; by; id; type; kids; comments; depth; isTopLevelComment
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.activity,UserActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EXTRA_USER
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.activity,UserActivity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseActivity
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.activity,ViewStoryActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mProgressContainer; mOfflineLayout; mStoryLayout; mToolbar; mWebView; EXTRA_POST; KEY_PDF; URL_GOOGLE_DOCS; URL_PLAY_STORE; mPost
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.activity,CommentsActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mProgressBar; mOfflineLayout; mCommentsRecycler; mCommentsLayout; mNoCommentsText; mToolbar; EXTRA_POST; mComments; mCommentsAdapter; mDataManager; mSubscriptions; mPost
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.activity,CommentsActivity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseActivity
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.adapter,BindingHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.view.fragment,StoriesFragment,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mSwipeRefreshLayout; mListPosts; mOfflineContainer; mProgressBar; mToolbar; ARG_USER; mDataManager; mPostAdapter; mSubscriptions; mStories; mUser
CodeSmells-in-application-MVVM-3,com.hitherejoe.mvvm_hackernews.data.remote,RetrofitHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.module_androidtest_only.util,TestDataManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.module_androidtest_only,MainActivityTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: main; component
CodeSmells-in-application-MVVM-3,com.hitherejoe.module_androidtest_only.injection.module,DataManagerTestModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.module_androidtest_only.injection.module,ApplicationTestModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-3,com.hitherejoe.module_androidtest_only.injection.component,DataManagerTestComponent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
