Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
37_travel-together-master,org.softuni.traveltogether.common.validation.validators.constraintValidators,ConfirmPasswordValidator,isValid,Long Statement,The length of the statement "return passwordConfirmable.getPassword() != null && passwordConfirmable.getPassword().equals(passwordConfirmable.getConfirmPassword());" is 135.,11
37_travel-together-master,org.softuni.traveltogether.config,ApplicationSecurityConfiguration,configure,Long Statement,The length of the statement "http.csrf().csrfTokenRepository(csrfTokenRepository()).and().authorizeRequests().antMatchers(ANONYMOUS_URLS).anonymous().antMatchers(PERMITTED_URLS).permitAll().regexMatchers(ADMIN_URLS_REGEX).hasAnyRole(UserRole.ROLE_ADMIN.name()).anyRequest().authenticated().and().formLogin().loginPage(LOGIN_URL).usernameParameter("username").passwordParameter("password").defaultSuccessUrl(HOME_URL`true).failureHandler((req`res`e) -> res.sendRedirect(LOGIN_URL + "?error=" + e.getLocalizedMessage())).and().exceptionHandling().accessDeniedHandler(((httpServletRequest`httpServletResponse`e) -> {" is 584.,46
37_travel-together-master,org.softuni.traveltogether.config,ApplicationSecurityConfiguration,configure,Long Statement,The length of the statement ")).and().logout().logoutRequestMatcher(new AntPathRequestMatcher(LOGOUT_URL)).logoutSuccessUrl("/").invalidateHttpSession(true).and().sessionManagement().maximumSessions(MAX_SESSIONS_PER_USER).maxSessionsPreventsLogin(false).expiredUrl(LOGIN_URL).sessionRegistry(sessionRegistry());" is 282.,46
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,addConverters,Long Statement,The length of the statement "Converter<Set<User>`Set<UserServiceModel>> userSetServiceCon=ctx -> ctx.getSource().stream().map(u -> this.mapper.map(u`UserServiceModel.class)).collect(Collectors.toSet());" is 173.,58
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,addConverters,Long Statement,The length of the statement "Converter<Set<UserServiceModel>`Set<UserLinkViewModel>> userSetLinkViewCon=ctx -> ctx.getSource().stream().map(u -> this.mapper.map(u`UserLinkViewModel.class)).collect(Collectors.toSet());" is 188.,58
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,addConverters,Long Statement,The length of the statement "Converter<Set<Travel>`Set<TravelServiceModel>> travelSetServiceCon=ctx -> ctx.getSource().stream().map(t -> this.mapper.map(t`TravelServiceModel.class)).collect(Collectors.toSet());" is 181.,58
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,addConverters,Long Statement,The length of the statement "Converter<Set<TravelServiceModel>`Set<TravelLinkViewModel>> travelSetLinkCon=ctx -> ctx.getSource().stream().map(t -> this.mapper.map(t`TravelLinkViewModel.class)).collect(Collectors.toSet());" is 192.,58
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,addConverters,Long Statement,The length of the statement "Converter<Set<TravelRequest>`Set<TravelRequestServiceModel>> travelRequestServiceCon=ctx -> ctx.getSource().stream().map(r -> this.mapper.map(r`TravelRequestServiceModel.class)).collect(Collectors.toSet());" is 206.,58
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,addConverters,Long Statement,The length of the statement "Converter<Set<TravelRequestServiceModel>`Set<TravelRequestViewModel>> travelRequestViewCon=ctx -> ctx.getSource().stream().map(r -> this.mapper.map(r`TravelRequestViewModel.class)).collect(Collectors.toSet());" is 209.,58
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,userProfileViewMapping,Long Statement,The length of the statement "this.mapper.createTypeMap(UserServiceModel.class`UserProfileViewModel.class).addMappings(m -> m.map(UserServiceModel::getTravels`UserProfileViewModel::setMyTravels));" is 166.,148
37_travel-together-master,org.softuni.traveltogether.config,ModelMapperConfiguration,destinationServiceMapping,Long Statement,The length of the statement "this.mapper.createTypeMap(Destination.class`DestinationServiceModel.class).addMappings(m -> m.map(d -> d.getTravels().size()`DestinationServiceModel::setTravelCount));" is 167.,154
37_travel-together-master,org.softuni.traveltogether.config,WebMvcConfiguration,WebMvcConfiguration,Long Identifier,The length of the parameter authenticatedUserDataInterceptor is 32.,16
37_travel-together-master,org.softuni.traveltogether.config,WebMvcConfiguration,WebMvcConfiguration,Long Identifier,The length of the field authenticatedUserDataInterceptor is 32.,16
37_travel-together-master,org.softuni.traveltogether.config,WebMvcConfiguration,addInterceptors,Long Identifier,The length of the field authenticatedUserDataInterceptor is 32.,22
37_travel-together-master,org.softuni.traveltogether.domain.entities,User,getUsername,Magic Number,The method contains a magic number: 3,105
37_travel-together-master,org.softuni.traveltogether.domain.entities,User,getUsername,Magic Number,The method contains a magic number: 20,105
37_travel-together-master,org.softuni.traveltogether.domain.entities,User,getUsername,Magic Number,The method contains a magic number: 20,105
37_travel-together-master,org.softuni.traveltogether.domain.entities,User,getRole,Long Statement,The length of the statement "return this.authorities.stream().map(r -> UserRole.valueOf(r.getAuthority())).max(Comparator.comparingInt(Enum::ordinal)).orElse(UserRole.ROLE_INVALID);" is 152.,211
37_travel-together-master,org.softuni.traveltogether.domain.models.binding,UserRegisterBindingModel,getUsername,Magic Number,The method contains a magic number: 3,26
37_travel-together-master,org.softuni.traveltogether.domain.models.binding,UserRegisterBindingModel,getUsername,Magic Number,The method contains a magic number: 20,26
37_travel-together-master,org.softuni.traveltogether.domain.models.binding,UserRegisterBindingModel,getPassword,Magic Number,The method contains a magic number: 3,36
37_travel-together-master,org.softuni.traveltogether.domain.models.binding,UserRegisterBindingModel,getPassword,Magic Number,The method contains a magic number: 20,36
37_travel-together-master,org.softuni.traveltogether.domain.models.service,UserServiceModel,getTravels,Long Statement,The length of the statement "return travels.stream().filter(t -> t.getDepartureTime().isAfter(LocalDateTime.now())).collect(Collectors.toUnmodifiableSet());" is 127.,99
37_travel-together-master,org.softuni.traveltogether.domain.models.service,UserServiceModel,getAttendedTravels,Long Statement,The length of the statement "return attendedTravels.stream().filter(t -> t.getDepartureTime().isAfter(LocalDateTime.now())).collect(Collectors.toUnmodifiableSet());" is 135.,107
37_travel-together-master,org.softuni.traveltogether.domain.models.view,TravelDetailsViewModel,getAttendants,Long Statement,The length of the statement "attendantsWithPublisher.addAll(this.attendants.stream().sorted(Comparator.comparing(UserLinkViewModel::getFullName)).collect(Collectors.toSet()));" is 146.,77
37_travel-together-master,org.softuni.traveltogether.domain.models.view,TravelDetailsViewModel,getRequestByUsername,Long Statement,The length of the statement "return this.requests.stream().filter(r -> r.getUser().getUsername().equals(username)).findFirst().map(TravelRequestViewModel::getId).orElse(null);" is 146.,110
37_travel-together-master,org.softuni.traveltogether.errorHandling.exceptions,TravelException,TravelException,Long Identifier,The length of the field DEFAULT_TRAVEL_EXCPETION_MESSAGE is 32.,6
37_travel-together-master,org.softuni.traveltogether.errorHandling,GlobalExceptionController,fileTooLarge,Long Statement,The length of the statement "UserServiceModel userServiceModel=this.userService.findUserByUsername(this.authenticationWrapper.getAuthentication().getName());" is 128.,70
37_travel-together-master,org.softuni.traveltogether.repositories,TravelRepository,findAllActiveBySearchParameters,Long Parameter List,The method has 5 parameters. ,25
37_travel-together-master,org.softuni.traveltogether.services,DestinationServiceImpl,saveDestination,Long Statement,The length of the statement "if (destinationServiceModel.getId() != null && (destinationCadnidate=this.destinationRepository.findById(destinationServiceModel.getId())).isPresent()) {" is 153.,40
37_travel-together-master,org.softuni.traveltogether.services,DestinationServiceImpl,saveDestination,Long Statement,The length of the statement "StringBuilder messageBuilder=new StringBuilder("Invalid properties of destination ").append(errors.stream().findFirst().get().getRootBean()).append("\r\n");" is 156.,40
37_travel-together-master,org.softuni.traveltogether.services,DestinationServiceImpl,saveDestination,Long Statement,The length of the statement "messageBuilder.append("\t").append(error.getPropertyPath().toString()).append(": ").append(error.getInvalidValue()).append("\r\n");" is 131.,40
37_travel-together-master,org.softuni.traveltogether.services,DestinationServiceImpl,getDestination,Long Statement,The length of the statement "return this.destinationRepository.findById(id).map(t -> this.modelMapper.map(t`DestinationServiceModel.class)).orElseThrow(() -> new EntityNotFoundException("There is no destination with id: " + id));" is 200.,83
37_travel-together-master,org.softuni.traveltogether.services,DestinationServiceImpl,getAllWithMinTravels,Long Statement,The length of the statement "return this.destinationRepository.findAll().stream().filter(d -> d.getTravels().size() >= minTravels).map(d -> this.modelMapper.map(d`DestinationServiceModel.class)).collect(Collectors.toList());" is 195.,107
37_travel-together-master,org.softuni.traveltogether.services,TravelServiceImpl,saveTravel,Long Statement,The length of the statement "if (travelServiceModel.getId() != null && (travelCandidate=this.travelRepository.findById(travelServiceModel.getId())).isPresent()) {" is 133.,34
37_travel-together-master,org.softuni.traveltogether.services,TravelServiceImpl,saveTravel,Long Statement,The length of the statement "StringBuilder messageBuilder=new StringBuilder("Invalid properties of travel ").append(errors.stream().findFirst().get().getRootBean()).append("\r\n");" is 151.,34
37_travel-together-master,org.softuni.traveltogether.services,TravelServiceImpl,saveTravel,Long Statement,The length of the statement "messageBuilder.append("\t").append(error.getPropertyPath().toString()).append(": ").append(error.getInvalidValue()).append("\r\n");" is 131.,34
37_travel-together-master,org.softuni.traveltogether.services,TravelServiceImpl,getTravel,Long Statement,The length of the statement "return this.travelRepository.findById(id).map(t -> this.modelMapper.map(t`TravelServiceModel.class)).orElseThrow(() -> new EntityNotFoundException("There is no travel with id: " + id));" is 185.,77
37_travel-together-master,org.softuni.traveltogether.services,TravelServiceImpl,manageAttendant,Missing default,The following switch statement is missing a default case: switch (action.toLowerCase()) {,85
37_travel-together-master,org.softuni.traveltogether.services,UserServiceImpl,UserServiceImpl,Long Parameter List,The method has 7 parameters. ,55
