Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
DingDingMusic-master,com.dingmouren.dingdingmusic,Constant,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NOTIFICATION_INTENT_ACTION; PLAYING_ACTIVITY_PLAY; PLAYING_ACTIVITY_NEXT; PLAYING_ACTIVITY_SINGLE; PLAYING_ACTIVITY; PLAYING_ACTIVITY_CUSTOM_PROGRESS; PLAYING_ACTIVITY_INIT; PLAYING_ACTIVITY_PLAYING_POSITION; PLAYING_ACTIVITY_PLAY_MODE; PLAYING_ACTIVITY_DATA_KEY; MEDIA_PLAYER_SERVICE_PROGRESS; MEDIA_PLAYER_SERVICE_SONG_PLAYING; MEDIA_PLAYER_SERVICE_IS_PLAYING; MEDIA_PLAYER_SERVICE_UPDATE_SONG; MEDIA_PLAYER_SERVICE_MODEL_PLAYING; LOCAL_MUSIC_ACTIVITY; JK_MUSIC_ACTIVITY; ROCK_MUSIC_ACTIVITY; VOLKSLIED_MUSIC_ACTIVITY; MAIN_ACTIVITY; COLLECTED_ACTIVITY; LOCK_ACTIVITY; LOCK_ACTIVITY_PRE; LOCK_ACTIVITY_NEXT; LOCK_ACTIVITY_PLAY; QQ_MUSIC_APP_ID; QQ_MUSIC_SIGN; QQ_MUSIC_BASE_URL; MUSIC_WEST; MUSIC_INLAND; MUSIC_HONGKANG; MUSIC_KOREA; MUSIC_JAPAN; MUSIC_VOLKSLIED; MUSIC_ROCK; MUSIC_SALES; MUSIC_HOT; MUSIC_LOCAL; MUSIC_SEARCH; MUSIC_Like; SP_PLAY_MODE; MAIN_RANDOM; CATEGOTY; SEARCH_ACTIVITY_DATA_KEY; HEADER_IMG_PATH; USER_NAME; NOTIFY_SCREEN_OFF; KEY
DingDingMusic-master,com.dingmouren.dingdingmusic,Constant,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: NOTIFICATION_INTENT_ACTION; PLAYING_ACTIVITY_PLAY; PLAYING_ACTIVITY_NEXT; PLAYING_ACTIVITY_SINGLE; PLAYING_ACTIVITY; PLAYING_ACTIVITY_CUSTOM_PROGRESS; PLAYING_ACTIVITY_INIT; PLAYING_ACTIVITY_PLAYING_POSITION; PLAYING_ACTIVITY_PLAY_MODE; PLAYING_ACTIVITY_DATA_KEY; MEDIA_PLAYER_SERVICE_PROGRESS; MEDIA_PLAYER_SERVICE_SONG_PLAYING; MEDIA_PLAYER_SERVICE_IS_PLAYING; MEDIA_PLAYER_SERVICE_UPDATE_SONG; MEDIA_PLAYER_SERVICE_MODEL_PLAYING; LOCAL_MUSIC_ACTIVITY; JK_MUSIC_ACTIVITY; ROCK_MUSIC_ACTIVITY; VOLKSLIED_MUSIC_ACTIVITY; MAIN_ACTIVITY; COLLECTED_ACTIVITY; LOCK_ACTIVITY; LOCK_ACTIVITY_PRE; LOCK_ACTIVITY_NEXT; LOCK_ACTIVITY_PLAY; QQ_MUSIC_APP_ID; QQ_MUSIC_SIGN; QQ_MUSIC_BASE_URL; MUSIC_WEST; MUSIC_INLAND; MUSIC_HONGKANG; MUSIC_KOREA; MUSIC_JAPAN; MUSIC_VOLKSLIED; MUSIC_ROCK; MUSIC_SALES; MUSIC_HOT; MUSIC_LOCAL; MUSIC_SEARCH; MUSIC_Like; SP_PLAY_MODE; MAIN_RANDOM; CATEGOTY; SEARCH_ACTIVITY_DATA_KEY; HEADER_IMG_PATH; USER_NAME; NOTIFY_SCREEN_OFF; KEY
DingDingMusic-master,com.dingmouren.dingdingmusic,MyApplication,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: mDaoSession; mContext
DingDingMusic-master,com.dingmouren.greendao,DaoSession,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DaoSession; MusicBeanDao
DingDingMusic-master,com.dingmouren.greendao,MusicBeanDao,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
DingDingMusic-master,com.dingmouren.greendao,MusicBeanDao,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TABLENAME; Id; Songname; Seconds; Albummid; Songid; Singerid; Albumpic_big; Albumpic_small; DownUrl; Url; Singername; Albumid; Type; IsCollected
DingDingMusic-master,com.dingmouren.greendao,Properties,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
DingDingMusic-master,com.dingmouren.greendao,Properties,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Id; Songname; Seconds; Albummid; Songid; Singerid; Albumpic_big; Albumpic_small; DownUrl; Url; Singername; Albumid; Type; IsCollected
DingDingMusic-master,com.dingmouren.greendao,Properties,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: Id; Songname; Seconds; Albummid; Songid; Singerid; Albumpic_big; Albumpic_small; DownUrl; Url; Singername; Albumid; Type; IsCollected
DingDingMusic-master,com.dingmouren.greendao,DaoMaster,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SCHEMA_VERSION
