Project Name,Package Name,Architecture Smell,Cause of the Smell
8_Android-Flight-Reservation-App-master,com.mentesnot.easytravel.controllers,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AboutActivity]; [CheckOutActivity; CheckoutOnewayFragment; CheckoutRoundFragment; LoginActivity; MainActivity; ProfileActivity; SecurityActivity; EditProfileActivity; FlightDetailActivity; ItineraryActivity]; [LaunchActivity]; [OneWayFlightListActivity]; [OutboundFlightListActivity]; [RegisterActivity]; [ReturnFlightListActivity]. LCC (Lack of Component Cohesion) = 0.44
