Project Name,Package Name,Architecture Smell,Cause of the Smell
Alligator-master,me.aartikov.flowscreenswitchersample.ui,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestFlowFragment; ScreenSwitcherProvider; TestFlow2Fragment; ContainerIdProvider; TabFragment]; [InnerFragment]; [MainActivity]. LCC (Lack of Component Cohesion) = 0.43
Alligator-master,me.aartikov.alligator,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator; me.aartikov.alligator.commands
Alligator-master,me.aartikov.alligator,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator; me.aartikov.alligator.navigationfactories; me.aartikov.alligator.helpers
Alligator-master,me.aartikov.alligator,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator; me.aartikov.alligator.navigationfactories; me.aartikov.alligator.helpers; me.aartikov.alligator.destinations
Alligator-master,me.aartikov.alligator,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): me.aartikov.alligator.navigationfactories; me.aartikov.alligator.commands; me.aartikov.alligator.destinations; me.aartikov.alligator.listeners; me.aartikov.alligator.helpers; me.aartikov.alligator.navigators; me.aartikov.alligator.screenswitchers; me.aartikov.alligator.animations.providers
Alligator-master,me.aartikov.alligator,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ScreenResult; AndroidNavigator; NavigationContextBinder; ScreenResolver; Navigator; ActivityResultHandler; ScreenResultPair; NavigationContext; Builder; Screen; FlowScreen; ActivityResult]; [ScreenResult]; [Screen]. LCC (Lack of Component Cohesion) = 0.21
Alligator-master,me.aartikov.screenresultsample.screens,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MainScreen]; [MessageInputScreen]; [Result; ImagePickerScreen; Converter; ResultConverter]; [Result]. LCC (Lack of Component Cohesion) = 0.57
Alligator-master,me.aartikov.sharedelementanimation,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.sharedelementanimation; me.aartikov.sharedelementanimation.ui
Alligator-master,me.aartikov.sharedelementanimation,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): me.aartikov.sharedelementanimation.ui
Alligator-master,me.aartikov.sharedelementanimation.ui,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.sharedelementanimation.ui; me.aartikov.sharedelementanimation
Alligator-master,me.aartikov.alligator.destinations,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator.destinations; me.aartikov.alligator.helpers
Alligator-master,me.aartikov.alligator.destinations,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator.destinations; me.aartikov.alligator.converters; me.aartikov.alligator
Alligator-master,me.aartikov.alligator.destinations,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator.destinations; me.aartikov.alligator.converters; me.aartikov.alligator; me.aartikov.alligator.navigationfactories
Alligator-master,me.aartikov.alligator.destinations,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: me.aartikov.alligator.destinations; me.aartikov.alligator.converters; me.aartikov.alligator; me.aartikov.alligator.navigationfactories; me.aartikov.alligator.helpers
Alligator-master,me.aartikov.alligator.destinations,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): me.aartikov.alligator.helpers
