Project Name,Package Name,Architecture Smell,Cause of the Smell
9_TODOShare-master,ua.com.mcgray.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AdviceController]; [ProfileController; ProfileControllerTest]; [SolrSearchController]; [ToDoController; ControllerTest; ToDoControllerTest]. LCC (Lack of Component Cohesion) = 0.57
