Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.component,ActivityComponent,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SplashActivity; LoginActivity; MainActivity; AboutFragment; ActivityComponent; FeedActivity; FeedPagerAdapter; BlogFragment; OpenSourceFragment; RateUsDialog
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.component,ApplicationComponent,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ApplicationComponent; MvpApp
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.component,ServiceComponent,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SyncService; ServiceComponent
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.module,ApplicationTestModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.module,ActivityModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.module,ApplicationModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.di.module,ServiceModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp,MvpApp,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ApplicationComponent; MvpApp
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.login,LoginActivityTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: component; main; chain
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.login,LoginActivity,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SplashActivity; LoginActivity; MainActivity; AboutFragment; ActivityComponent; FeedActivity; FeedPagerAdapter; BlogFragment; OpenSourceFragment; RateUsDialog
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.data.network,ApiEndPoint,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ENDPOINT_GOOGLE_LOGIN; ENDPOINT_FACEBOOK_LOGIN; ENDPOINT_SERVER_LOGIN; ENDPOINT_LOGOUT; ENDPOINT_BLOG; ENDPOINT_OPEN_SOURCE
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.data.network.model,BlogResponse,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.data.network.model,LoginRequest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.data.network.model,LoginResponse,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.service,SyncInteractor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SyncMvpInteractor
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.service,SyncService,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SyncService; ServiceComponent
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.about,AboutFragment,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TAG; mPresenter
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.about,AboutFragment,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AboutMvpView
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.about,AboutFragment,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: SplashActivity; LoginActivity; MainActivity; AboutFragment; ActivityComponent; FeedActivity; FeedPagerAdapter; BlogFragment; OpenSourceFragment; RateUsDialog
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.about,AboutInteractor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AboutMvpInteractor
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.about,AboutPresenter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AboutMvpPresenter
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,BaseActivity,Multipath Hierarchy,The tool detected the smell in this class because the class inherits another class directly as well as indirectly. The redundant inherited supertype is: MvpView
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,BaseActivity,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BaseActivity; BaseFragment
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,BaseDialog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,BaseFragment,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: BaseActivity
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,Callback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,BaseInteractor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,BaseSubView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-4,com.mindorks.framework.mvp.ui.base,MvpPresenter,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: BasePresenter
