Project Name,Package Name,Architecture Smell,Cause of the Smell
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.id.impl,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AnnotatedIdentifierNameConverter; ClassIdentifierNameConverter]; [DomainModelSequenceGenerator; DomainModelSequenceGeneratorChain]; [HiloIdentifierGenerator; HiloIdentifierHolder; IntegerValueHiloIdentifierGenerator; LongValueHiloIdentifierGenerator; ShortValueHiloIdentifierGenerator]. LCC (Lack of Component Cohesion) = 0.33
27_easyec-spirit-master,com.googlecode.easyec.validator.prop.impl,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChinaCellphonePropertyValidator; PhonePropertyValidator; ChinaTelephonePropertyValidator]; [EmailPropertyValidator]; [NullPropertyValidator]; [NumberPropertyValidator]. LCC (Lack of Component Cohesion) = 0.67
27_easyec-spirit-master,com.googlecode.easyec.spirit.web.controller.databind,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.googlecode.easyec.spirit.web.controller.databind; com.googlecode.easyec.spirit.web.controller.formbean.tags
27_easyec-spirit-master,com.googlecode.easyec.spirit.web.controller.formbean.tags,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.googlecode.easyec.spirit.web.controller.formbean.tags; com.googlecode.easyec.spirit.web.controller.databind
27_easyec-spirit-master,com.googlecode.easyec.spirit.web.controller.formbean.tags,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.googlecode.easyec.spirit.web.controller.databind
27_easyec-spirit-master,com.googlecode.easyec.spirit.web.httpcomponent,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultHttpRequest; HttpRequest; HttpRequestFactory; HttpRequestHandler; HttpRequestNoResultHandler]; [DefaultSchemeRegistryFactory]. LCC (Lack of Component Cohesion) = 0.33
27_easyec-spirit-master,com.googlecode.easyec.spirit.web.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BeanUtils]; [LocaleUtils; WebUtils]; [PropertyResolver]; [SpringContextUtils]; [WebAppContextListener; WebAppInfo]. LCC (Lack of Component Cohesion) = 0.71
27_easyec-spirit-master,com.googlecode.easyec.spirit.web.webservice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Body; BodyContent; Envelope; Header; HeadContent]; [WrongHttpResponseException]. LCC (Lack of Component Cohesion) = 0.33
27_easyec-spirit-master,com.googlecode.easyec.zkoss.paging,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractPagingExecutor; DefaultPagingEventListener; DefaultSortFieldEventListener; AbstractSearchablePagingExecutor; KeyPressOKEventListener; UniversalLazyLoadingEventListener; ComponentUuidPredicate; PagingExecutor; SearchablePagingExecutor]; [PagingSelectable]. LCC (Lack of Component Cohesion) = 0.2
27_easyec-spirit-master,com.googlecode.easyec.zkoss.paging.finder.impl,Ambiguous Interface,The tool detected the smell in this component because the component provides only a single, general entry-point via the following class: AbstractValueFinder
27_easyec-spirit-master,com.googlecode.easyec.zkoss.ui.listeners,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BreadcrumbChangeEventListener]; [MessageboxButtonsEventListener]; [PopStateCallbackEventListener]; [StepOutEventListener; StepOutUpperEventListener; StepOutWithPagingEventListener; StepsOutEventListener]. LCC (Lack of Component Cohesion) = 0.57
27_easyec-spirit-master,com.googlecode.easyec.zkoss.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CommonFnsUtils]; [ExecUtils]; [FileUtils]; [MessageboxUtils; NoOpMessageboxEventListener]; [SelectorUtils]; [TreeUtils]. LCC (Lack of Component Cohesion) = 0.86
