Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.config,DaoNamespaceHandler,0,0,1,1,9,1,0,0,-1.0,0,1,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\config\DaoNamespaceHandler.java,5
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.config,IdentifierGeneratorBeanDefinitionParser,0,0,3,0,25,5,0,0,-1.0,1,1,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\config\IdentifierGeneratorBeanDefinitionParser.java,14
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.config,SequenceGeneratorChainFactoryBean,5,0,7,6,50,12,0,0,0.2857142857142857,1,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\config\SequenceGeneratorChainFactoryBean.java,13
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao,DataPersistenceException,1,0,4,4,18,4,0,0,1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\DataPersistenceException.java,3
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.impl,MySqlJdbcPageDialect,0,0,3,3,23,4,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\impl\MySqlJdbcPageDialect.java,8
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.impl,NoOpPageDialect,0,0,5,5,21,5,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\impl\NoOpPageDialect.java,7
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.impl,OracleJdbcPageDialect,0,0,3,3,25,4,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\impl\OracleJdbcPageDialect.java,8
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.impl,PostgreSqlJdbcPageDialect,0,0,3,3,23,4,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\impl\PostgreSqlJdbcPageDialect.java,8
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect,JdbcPageDialect,4,0,3,2,61,12,0,2,0.6666666666666666,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\JdbcPageDialect.java,12
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect,JdbcSqlDialect,2,0,1,1,31,6,1,1,0.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\JdbcSqlDialect.java,15
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect,PageDialect,0,0,3,1,25,3,1,1,-1.0,12,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\PageDialect.java,3
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect,SqlDialect,0,0,2,0,18,2,2,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\SqlDialect.java,5
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.namedparam,NamedParameterMySqlJdbcPageDialect,0,0,1,1,15,2,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\namedparam\NamedParameterMySqlJdbcPageDialect.java,6
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.namedparam,NamedParameterOracleJdbcPageDialect,0,0,1,1,17,2,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\namedparam\NamedParameterOracleJdbcPageDialect.java,6
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.dialect.namedparam,NamedParameterPostgreSqlJdbcPageDialect,0,0,1,1,15,2,0,0,-1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\dialect\namedparam\NamedParameterPostgreSqlJdbcPageDialect.java,6
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.id,IdentifierGenerator,0,0,2,0,20,2,0,0,-1.0,1,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\id\IdentifierGenerator.java,7
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.id,IdentifierNameConverter,0,0,1,0,12,1,0,0,-1.0,2,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\id\IdentifierNameConverter.java,3
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.id,IgnoreIdentifierGenerateException,1,0,4,4,18,4,0,0,1.0,0,0,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\id\IgnoreIdentifierGenerateException.java,3
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.id,SequenceGenerator,0,0,2,0,17,2,0,0,-1.0,1,1,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\id\SequenceGenerator.java,3
27_easyec-spirit-master,com.googlecode.easyec.spirit.dao.id.impl,AnnotatedIdentifierNameConverter,2,0,2,1,33,8,0,0,0.0,0,2,C:\27_easyec-spirit-master\spirit-dao\src\main\java\com\googlecode\easyec\spirit\dao\id\impl\AnnotatedIdentifierNameConverter.java,11
