Project Name,Package Name,Architecture Smell,Cause of the Smell
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor1882,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter1882; MyViewHolder; Adapter_1882; Dostor1882_Fragment; Fragment_1882]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor1923,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter1923; MyViewHolder; Adapter_1923; Dostor1923_Fragment; Fragment_1923]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor1930,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter1930; MyViewHolder; Adapter_1930; Dostor1930_Fragment; Fragment_1930]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor1954,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter1954; MyViewHolder; Adapter_1954; Dostor1954_Fragment; Fragment_1954]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor1971,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter1971; MyViewHolder; Adapter_1971; Dostor1971_Fragment; Fragment_1971]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor2007,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter2007; MyViewHolder; Adapter_2007; Dostor2007_Fragment; Fragment_2007]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor2012,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter2012; MyViewHolder; Adapter_2012; Dostor2012_Fragment; Fragment_2012]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor2014,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Adapter; MyViewHolder; Fragment_2014; MainAdapter; Dostor2014_Fragment]; [MyViewHolder]. LCC (Lack of Component Cohesion) = 0.33
mvp99_Dostor-master,com.vacuum.app.dostor.Dostor2014.Comments,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Comments; F1]; [Comments_Adapter; MyViewHolder; Comment_Model]; [DownloadImageTask]. LCC (Lack of Component Cohesion) = 0.5
mvp99_Dostor-master,com.vacuum.app.dostor.Fragmnts,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.vacuum.app.dostor.Adapters
mvp99_Dostor-master,com.vacuum.app.dostor.NavigationDrawer,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AboutUsActivity]; [CustomTypefaceSpan]; [FavoriteFragment]; [HomeFragment]; [PrivacyPolicyActivity]; [SettingsFragment]; [TermsConditions]. LCC (Lack of Component Cohesion) = 1.0
