Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
30_spring-samples-master,org.pimpmyshirt.domain,ShirtRatingTest,testVoting,Magic Number,The method contains a magic number: 2,14
30_spring-samples-master,org.pimpmyshirt.domain,ShirtRatingTest,testVoting,Magic Number,The method contains a magic number: 5,14
30_spring-samples-master,org.pimpmyshirt.domain,ShirtRatingTest,testVoting,Magic Number,The method contains a magic number: 2,14
30_spring-samples-master,org.pimpmyshirt.domain,ShirtRatingTest,testVoting,Magic Number,The method contains a magic number: 2,14
30_spring-samples-master,org.pimpmyshirt.web,ImageController,handleRequestInternal,Long Statement,The length of the statement "FlowExecution flowExecution=(FlowExecution)WebUtils.getSessionAttribute(request`FlowExecution.class.getName() + "." + flowExecutionId);" is 135.,30
30_spring-samples-master,org.pimpmyshirt.web,ImageController,handleRequestInternal,Long Statement,The length of the statement "Shirt shirt=((ComposeShirtAction.ShirtFbo)flowExecution.getActiveSession().getScope().getAttribute("shirtFbo")).getShirt();" is 123.,30
30_spring-samples-master,com.ervacon.spring2sample.service,StubUserManager,loadUsers,Magic Number,The method contains a magic number: 2L,68
30_spring-samples-master,com.ervacon.spring2sample.service,StubUserManager,loadUsers,Magic Number,The method contains a magic number: 3L,68
30_spring-samples-master,com.ervacon.spring2sample.web,FormController,referenceData,Long Statement,The length of the statement "return new ModelMap(this.userManager.findAllCountries()).addObject("skills"`Skill.values()).addObject("colours"`Colour.values());" is 129.,50
30_spring-samples-master,com.ervacon.springbank.domain,PaymentProcessingEngineImpl,enforcePaymentPolicy,Long Statement,The length of the statement "throw new PaymentProcessingException("error.invalidAccounts"`"The debit and credit account of a payment cannot be the same");" is 125.,23
30_spring-samples-master,com.ervacon.springbank.domain,PaymentValidator,validate,Long Statement,The length of the statement "ValidationUtils.rejectIfEmpty(errors`"debitAccount.number"`"error.debitAccountRequired"`"The debit account is required");" is 121.,15
30_spring-samples-master,com.ervacon.springbank.domain,PaymentValidator,validate,Long Statement,The length of the statement "ValidationUtils.rejectIfEmpty(errors`"creditAccount.number"`"error.creditAccountRequired"`"The credit account is required");" is 124.,15
30_spring-samples-master,com.ervacon.springbank.domain,HibernateAccountRepository,findAccount,Long Statement,The length of the statement "return (A)sessionFactory.getCurrentSession().createCriteria(Account.class).add(Restrictions.eq("number"`number)).uniqueResult();" is 128.,34
30_spring-samples-master,com.ervacon.springbank.domain,PaymentProcessingEngineImpl,enforcePaymentPolicy,Long Statement,The length of the statement "throw new PaymentProcessingException("error.invalidAccounts"`"The debit and credit account of a payment cannot be the same");" is 125.,35
30_spring-samples-master,com.ervacon.springbank.domain,PaymentValidator,validate,Long Statement,The length of the statement "ValidationUtils.rejectIfEmpty(errors`"debitAccount.number"`"error.debitAccountRequired"`"The debit account is required");" is 121.,16
30_spring-samples-master,com.ervacon.springbank.domain,PaymentValidator,validate,Long Statement,The length of the statement "ValidationUtils.rejectIfEmpty(errors`"creditAccount.number"`"error.creditAccountRequired"`"The credit account is required");" is 124.,16
30_spring-samples-master,com.ervacon.springbank.domain,PaymentProcessingEngineTest,testTransfer,Magic Number,The method contains a magic number: 100,26
30_spring-samples-master,com.ervacon.springbank.domain,PaymentProcessingEngineTest,testTransferFailure,Empty catch clause,The method has an empty catch block.,36
30_spring-samples-master,com.ervacon.springbank.domain,PaymentProcessingEngineTest,testTransferFailure,Magic Number,The method contains a magic number: 1000000,36
30_spring-samples-master,com.ervacon.springbank.sampledata,SampleDataLoader,initSampleData,Long Statement,The length of the statement "Client erwin=clientRepository.createClient(new Client(1L`"Erwin"`"Vervaet"`new Address("Schoolstraat"`"41"`"3360"`"Bierbeek")));" is 128.,25
