Project Name,Package Name,Architecture Smell,Cause of the Smell
10_newsportal-master,net.filippov.newsportal.web,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ArticleController]; [CustomExceptionHandler]; [ErrorController]; [FileUploadController]; [MainController]; [SearchController]; [UserController]. LCC (Lack of Component Cohesion) = 1.0
