Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
AndroidTools-master,com.gjson.androidtools,ApplicationTest,0,0,1,1,8,1,0,0,-1.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/androidTest/java/com/gjson/androidtools/ApplicationTest.java,6
AndroidTools-master,com.gjson.androidtools,ExampleUnitTest,0,0,2,2,11,2,0,0,-1.0,0,1,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/test/java/com/gjson/androidtools/ExampleUnitTest.java,9
AndroidTools-master,com.gjson.androidtools,MyApplication,0,0,4,2,30,8,0,0,-1.0,0,1,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/MyApplication.java,11
AndroidTools-master,test,BaseTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/test/BaseTest.java,3
AndroidTools-master,com.gjson.androidtools.commonview.loadingview,LoadingIndicatorView,17,0,32,17,299,57,0,0,0.0,2,2,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/LoadingIndicatorView.java,20
AndroidTools-master,com.gjson.androidtools.commonview.loadingview,Indicator,7,0,29,24,132,39,0,0,0.2413793103448276,1,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/Indicator.java,15
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallTrianglePathIndicator,2,0,4,4,61,10,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallTrianglePathIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,LineScalePulseOutRapidIndicator,0,0,2,2,25,3,0,1,-1.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/LineScalePulseOutRapidIndicator.java,6
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallPulseRiseIndicator,3,0,4,4,44,4,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallPulseRiseIndicator.java,12
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,TriangleSkewSpinIndicator,4,0,5,5,58,5,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/TriangleSkewSpinIndicator.java,13
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallClipRotatePulseIndicator,3,0,5,5,64,6,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallClipRotatePulseIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallSpinFadeLoaderIndicator,6,4,6,5,74,8,1,0,0.0,0,1,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallSpinFadeLoaderIndicator.java,9
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,Point,2,2,1,1,8,1,0,0,0.0,2,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallSpinFadeLoaderIndicator.java,101
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallScaleMultipleIndicator,2,0,4,4,49,6,1,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallScaleMultipleIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallClipRotateMultipleIndicator,2,0,4,4,57,6,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallClipRotateMultipleIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallPulseIndicator,2,1,3,3,41,5,0,0,0.0,1,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallPulseIndicator.java,9
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,LineScalePulseOutIndicator,0,0,2,2,25,3,0,1,-1.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/LineScalePulseOutIndicator.java,6
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,LineScalePartyIndicator,2,1,3,3,40,5,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/LineScalePartyIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallZigZagIndicator,2,0,4,4,53,8,1,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallZigZagIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallGridPulseIndicator,4,2,4,4,60,7,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallGridPulseIndicator.java,9
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallZigZagDeflectIndicator,0,0,3,3,44,6,0,1,-1.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallZigZagDeflectIndicator.java,7
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallClipRotateIndicator,2,0,4,4,44,4,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallClipRotateIndicator.java,10
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,CubeTransitionIndicator,4,0,6,6,85,10,0,0,0.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/CubeTransitionIndicator.java,11
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,BallScaleRippleIndicator,0,0,4,4,38,4,0,1,-1.0,0,0,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/BallScaleRippleIndicator.java,9
AndroidTools-master,com.gjson.androidtools.commonview.loadingview.indicators,LineSpinFadeLoaderIndicator,0,0,1,1,19,2,0,1,-1.0,0,1,/Users/shreyas/Downloads/MVP_Apr/AndroidTools-master/app/src/main/java/com/gjson/androidtools/commonview/loadingview/indicators/LineSpinFadeLoaderIndicator.java,7
