Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
CodeSmells-in-application-MVVM-2,com.example,ApplicationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example,StocksConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGS; DEV_ENVIRONMENT; REST_BASE_URL_PROD; REST_BASE_URL_DEV; REST_BASE_URL; CHART_BASE_URL
CodeSmells-in-application-MVVM-2,com.example,StocksConfig,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: LOGS; DEV_ENVIRONMENT; REST_BASE_URL_PROD; REST_BASE_URL_DEV; REST_BASE_URL; CHART_BASE_URL
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockListViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: state; headers; lookups; footers; mRestRxManager
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockDetailViewModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockDetailViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: state; quote; mSymbol; mCallManager
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockPagerItemViewModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockPagerItemViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: lookup
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockPagerViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: state; lookups; mRestRxManager
CodeSmells-in-application-MVVM-2,com.example.viewmodel,StockDetailRxViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: state; quote; mSymbol; mRestRxManager
CodeSmells-in-application-MVVM-2,com.example.viewmodel,HelloWorldViewModel,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: state; quote; mLoadDataTask
CodeSmells-in-application-MVVM-2,com.example.viewmodel.factory,StockDetailViewModelFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.ui,StockPagerView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.ui,StockDetailView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.ui,HelloWorldView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.activity,StockListActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.activity,StockDetailActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EXTRA_SYMBOL
CodeSmells-in-application-MVVM-2,com.example.entity,QuoteEntity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STATUS_SUCCESS; status; name; symbol; lastPrice; change; changePercent; timestamp; msDate; marketCap; volume; changeYTD; changePercentYTD; high; low; open
CodeSmells-in-application-MVVM-2,com.example.entity,QuoteEntity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ErrorEntity
CodeSmells-in-application-MVVM-2,com.example.entity,QuoteEntity,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
CodeSmells-in-application-MVVM-2,com.example.adapter,StockListCustomAdapter,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: HeaderViewHolder; LookupViewHolder; FooterViewHolder in method onBindViewHolder
CodeSmells-in-application-MVVM-2,com.example.adapter,StockListCustomAdapter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
CodeSmells-in-application-MVVM-2,com.example.fragment,StockDetailFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.fragment,StockDetailFragment,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseFragment
CodeSmells-in-application-MVVM-2,com.example.fragment,StockListMultiFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.fragment,StockPagerFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.fragment,StockListCustomFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.fragment,StockListSimpleFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.fragment,HelloWorldFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.fragment,HelloWorldFragment,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseFragment
CodeSmells-in-application-MVVM-2,com.example.event,SnackbarEvent,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: message
CodeSmells-in-application-MVVM-2,com.example.event,ToastEvent,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: message
CodeSmells-in-application-MVVM-2,com.example.rest,RestResponseHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.rest,RestHttpLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.rest.http,HeaderRequestInterceptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.rest.router,StocksRxRouter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: QUOTE_CALL_TYPE; LOOKUP_CALL_TYPE; sService
CodeSmells-in-application-MVVM-2,com.example.rest.router,StocksRouter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: QUOTE_CALL_TYPE; LOOKUP_CALL_TYPE; sService
CodeSmells-in-application-MVVM-2,com.example.rest.router,StocksService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVVM-2,com.example.utility,BindingUtility,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
