Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
mvp44_MvpApp-master,com.dl7.mvp,AndroidApplication,AndroidApplication,Long Parameter List,The method has 6 parameters. ,57
mvp44_MvpApp-master,com.dl7.mvp,AndroidApplication,AndroidApplication,Long Statement,The length of the statement "super(application`tinkerFlags`tinkerLoadVerifyFlag`applicationStartElapsedTime`applicationStartMillisTime`tinkerResultIntent);" is 126.,57
mvp44_MvpApp-master,com.dl7.mvp,AndroidApplication,_initInjector,Long Statement,The length of the statement "sAppComponent=DaggerApplicationComponent.builder().applicationModule(new ApplicationModule(this`mDaoSession`mRxBus)).build();" is 125.,114
mvp44_MvpApp-master,com.dl7.mvp,AndroidApplication,_initConfig,Long Statement,The length of the statement "DownloadConfig config=new DownloadConfig.Builder().setDownloadDir(PreferencesUtils.getSavePath(getApplication()) + File.separator + "video/").build();" is 150.,135
mvp44_MvpApp-master,com.dl7.mvp,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 4,11
mvp44_MvpApp-master,com.dl7.mvp,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,11
mvp44_MvpApp-master,com.dl7.mvp,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,11
mvp44_MvpApp-master,com.dl7.mvp.adapter,BeautyPhotosAdapter,BeautyPhotosAdapter,Magic Number,The method contains a magic number: 2,37
mvp44_MvpApp-master,com.dl7.mvp.adapter,NewsMultiListAdapter,_handleNewsNormal,Long Statement,The length of the statement "holder.setText(R.id.tv_title`item.getTitle()).setText(R.id.tv_source`StringUtils.clipNewsSource(item.getSource())).setText(R.id.tv_time`item.getPtime());" is 153.,57
mvp44_MvpApp-master,com.dl7.mvp.adapter,NewsMultiListAdapter,_handleNewsPhotoSet,Long Statement,The length of the statement "ImageLoader.loadCenterCrop(mContext`item.getImgextra().get(i).getImgsrc()`newsPhoto[i + 1]`DefIconFactory.provideIcon());" is 121.,93
mvp44_MvpApp-master,com.dl7.mvp.adapter,NewsMultiListAdapter,_handleNewsPhotoSet,Long Statement,The length of the statement "holder.setText(R.id.tv_title`item.getTitle()).setText(R.id.tv_source`StringUtils.clipNewsSource(item.getSource())).setText(R.id.tv_time`item.getPtime());" is 153.,93
mvp44_MvpApp-master,com.dl7.mvp.adapter,NewsMultiListAdapter,_handleNewsPhotoSet,Magic Number,The method contains a magic number: 3,93
mvp44_MvpApp-master,com.dl7.mvp.adapter,NewsMultiListAdapter,_handleNewsPhotoSet,Magic Number,The method contains a magic number: 2,93
mvp44_MvpApp-master,com.dl7.mvp.adapter,NewsMultiListAdapter,_handleNewsPhotoSet,Magic Number,The method contains a magic number: 2,93
mvp44_MvpApp-master,com.dl7.mvp.adapter,PhotoListAdapter,convert,Magic Number,The method contains a magic number: 2,39
mvp44_MvpApp-master,com.dl7.mvp.adapter,PhotoPagerAdapter,instantiateItem,Long Statement,The length of the statement "@Override public boolean onResourceReady( GlideDrawable resource` String model` Target<GlideDrawable> target` boolean isFromMemoryCache` boolean isFirstResource){" is 162.,70
mvp44_MvpApp-master,com.dl7.mvp.adapter,PhotoPagerAdapter,onResourceReady,Long Parameter List,The method has 5 parameters. ,92
mvp44_MvpApp-master,com.dl7.mvp.adapter,PhotoSetAdapter,instantiateItem,Long Statement,The length of the statement "@Override public boolean onResourceReady( GlideDrawable resource` String model` Target<GlideDrawable> target` boolean isFromMemoryCache` boolean isFirstResource){" is 162.,49
mvp44_MvpApp-master,com.dl7.mvp.adapter,PhotoSetAdapter,onResourceReady,Long Parameter List,The method has 5 parameters. ,64
mvp44_MvpApp-master,com.dl7.mvp.adapter,RelatedNewsAdapter,convert,Long Statement,The length of the statement "holder.setText(R.id.tv_title`item.getTitle()).setText(R.id.tv_source`StringUtils.clipNewsSource(item.getSource())).setText(R.id.tv_time`item.getPtime());" is 153.,37
mvp44_MvpApp-master,com.dl7.mvp.adapter,SlideInBottomAdapter,onViewAttachedToWindow,Complex Conditional,The conditional expression type == EMPTY_VIEW || type == HEADER_VIEW || type == FOOTER_VIEW || type == LOADING_VIEW is complex.,32
mvp44_MvpApp-master,com.dl7.mvp.adapter,SlideInBottomAdapter,_setFullSpan,Long Statement,The length of the statement "StaggeredGridLayoutManager.LayoutParams params=(StaggeredGridLayoutManager.LayoutParams)holder.itemView.getLayoutParams();" is 122.,48
mvp44_MvpApp-master,com.dl7.mvp.adapter,SlideInBottomAdapter,onAttachedToRecyclerView,Long Statement,The length of the statement "return (type == EMPTY_VIEW || type == HEADER_VIEW || type == FOOTER_VIEW || type == LOADING_VIEW) ? gridManager.getSpanCount() : 1;" is 131.,63
mvp44_MvpApp-master,com.dl7.mvp.adapter,SlideInBottomAdapter,getSpanSize,Long Statement,The length of the statement "return (type == EMPTY_VIEW || type == HEADER_VIEW || type == FOOTER_VIEW || type == LOADING_VIEW) ? gridManager.getSpanCount() : 1;" is 131.,70
mvp44_MvpApp-master,com.dl7.mvp.adapter,SpecialAdapter,convert,Long Statement,The length of the statement "holder.setText(R.id.tv_title`item.t.getTitle()).setText(R.id.tv_source`StringUtils.clipNewsSource(item.t.getSource())).setText(R.id.tv_time`item.t.getPtime());" is 159.,53
mvp44_MvpApp-master,com.dl7.mvp.adapter,VideoCacheAdapter,_switchViews,Complex Method,Cyclomatic complexity of the method is 8,80
mvp44_MvpApp-master,com.dl7.mvp.adapter,VideoCacheAdapter,_switchViews,Long Statement,The length of the statement "holder.setVisible(R.id.pb_download`true).setSelected(R.id.btn_download`true).setText(R.id.tv_total_size`StringUtils.convertStorageNoB(item.getTotalSize())).setTextColor(R.id.tv_speed`ContextCompat.getColor(mContext`R.color.download_normal));" is 241.,80
mvp44_MvpApp-master,com.dl7.mvp.adapter,VideoCacheAdapter,_switchViews,Long Statement,The length of the statement "holder.setText(R.id.tv_load_size`StringUtils.convertStorageNoB(item.getLoadedSize()) + "/").setText(R.id.tv_speed`StringUtils.convertStorageNoB(item.getDownloadSpeed()) + "/s");" is 177.,80
mvp44_MvpApp-master,com.dl7.mvp.adapter,VideoCacheAdapter,_switchViews,Long Statement,The length of the statement "holder.setVisible(R.id.pb_download`false).setSelected(R.id.btn_download`false).setText(R.id.tv_speed`"ä¸‹è½½æš‚å?œ").setTextColor(R.id.tv_speed`ContextCompat.getColor(mContext`R.color.download_stop));" is 200.,80
mvp44_MvpApp-master,com.dl7.mvp.adapter,VideoCacheAdapter,_switchViews,Long Statement,The length of the statement "holder.setText(R.id.tv_speed`"å¼‚å¸¸å‡ºé”™ï¼Œè¯·é‡?æ–°ä¸‹è½½").setVisible(R.id.pb_download`false).setSelected(R.id.btn_download`false).setTextColor(R.id.tv_speed`ContextCompat.getColor(mContext`R.color.download_error));" is 219.,80
mvp44_MvpApp-master,com.dl7.mvp.adapter,VideoCacheAdapter,_handleClick,Long Statement,The length of the statement "holder.setText(R.id.tv_speed`"å¤„ç?†ä¸­...").setTextColor(R.id.tv_speed`ContextCompat.getColor(mContext`R.color.download_normal));" is 130.,123
