Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.custom.action,NavigationViewActions,navigateTo,Long Statement,The length of the statement "throw new PerformException.Builder().withActionDescription(this.getDescription()).withViewDescription(HumanReadables.describe(view)).withCause(new RuntimeException(getErrorMessage(menu`view))).build();" is 201.,30
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.custom.action,NavigationViewActions,navigateTo,Long Statement,The length of the statement "return allOf(isAssignableFrom(NavigationView.class)`withEffectiveVisibility(ViewMatchers.Visibility.VISIBLE)`isDisplayingAtLeast(90));" is 134.,30
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.custom.action,NavigationViewActions,navigateTo,Magic Number,The method contains a magic number: 90,30
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.custom.action,NavigationViewActions,perform,Long Statement,The length of the statement "throw new PerformException.Builder().withActionDescription(this.getDescription()).withViewDescription(HumanReadables.describe(view)).withCause(new RuntimeException(getErrorMessage(menu`view))).build();" is 201.,38
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.custom.action,NavigationViewActions,getConstraints,Long Statement,The length of the statement "return allOf(isAssignableFrom(NavigationView.class)`withEffectiveVisibility(ViewMatchers.Visibility.VISIBLE)`isDisplayingAtLeast(90));" is 134.,90
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.custom.action,NavigationViewActions,getConstraints,Magic Number,The method contains a magic number: 90,90
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.data,MainActivityTest,setUp,Long Statement,The length of the statement "MainActivityTestRepoComponent usersRepositoryTestComponent=DaggerAppTestComponent.builder().applicationModule(new ApplicationModule(InstrumentationRegistry.getTargetContext().getApplicationContext())).build().plusMainActivityTestRepoComponent(new MainActivityTestRepoModule());" is 277.,52
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.data,MainActivityTest,testProductRepositoryWhenMainActivitySatrtApiExceptionLoad,Long Statement,The length of the statement "when(mProductRepository.searchProducts(searchParams)).thenReturn(Observable.error(new ApiErrorException(InstrumentationRegistry.getTargetContext().getApplicationContext().getString(R.string.api_exeption))));" is 207.,83
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.data,ProductRepositoryTest,setUp,Long Statement,The length of the statement "DaggerAppTestComponent.builder().applicationModule(new ApplicationModule(InstrumentationRegistry.getTargetContext().getApplicationContext())).build().plusUserRepositoryTestComponent(new UserRepositoryTestModule()).inject(this);" is 227.,54
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.data,ProductRepositoryTest,testLoadChild,Magic Number,The method contains a magic number: 10,61
mvp1010_Android-Etsyclient-Mvp-Moxy-UnitTesting,com.segeyburlaka.test.jellyworkz.mydaggermvprxtest.data,ProductRepositoryTest,testGetChildById,Magic Number,The method contains a magic number: 2,91
