Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Meteorite-master,com.firelotus.meteorite,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 4,13
Meteorite-master,com.firelotus.meteorite,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,13
Meteorite-master,com.firelotus.meteorite,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,13
Meteorite-master,com.firelotus.meteorite.ui.bean,GankBean,toString,Long Statement,The length of the statement "return "GankBean{" + "_id='" + _id + '\''+ "` createdAt='"+ createdAt+ '\''+ "` desc='"+ desc+ '\''+ "` publishedAt='"+ publishedAt+ '\''+ "` source='"+ source+ '\''+ "` type='"+ type+ '\''+ "` url='"+ url+ '\''+ "` used="+ used+ "` who='"+ who+ '\''+ "` images="+ images+ '}';" is 277.,118
Meteorite-master,com.firelotus.meteorite.ui,AboutActivity,onClick,Long Statement,The length of the statement "new UpdateAppManager.Builder().setActivity(AboutActivity.this).setUpdateUrl("https://raw.githubusercontent.com/firelotus/Meteorite/develop/updateJson.txt").setHttpManager(new UpdateAppHttpUtil()).build().update();" is 213.,48
Meteorite-master,com.firelotus.meteorite.ui,AboutActivity,onClick,Missing default,The following switch statement is missing a default case: switch (v.getId()) {,48
Meteorite-master,com.firelotus.meteorite.ui,MainActivity,initView,Long Statement,The length of the statement "ActionBarDrawerToggle toggle=new ActionBarDrawerToggle(this`drawer`toolbar`R.string.navigation_drawer_open`R.string.navigation_drawer_close);" is 141.,62
Meteorite-master,com.firelotus.meteorite.ui,MainActivity,initView,Long Statement,The length of the statement "indicator.setOnTransitionListener(new OnTransitionTextListener().setColor(selectColor`unSelectColor).setSize(selectSize`unSelectSize));" is 135.,62
Meteorite-master,com.firelotus.meteorite.ui,MainActivity,initView,Magic Number,The method contains a magic number: 16,62
Meteorite-master,com.firelotus.meteorite.ui,MainActivity,initView,Magic Number,The method contains a magic number: 1.2f,62
Meteorite-master,com.firelotus.meteorite.ui,MainActivity,initData,Long Statement,The length of the statement "rxPermissions.requestEach(Manifest.permission.WRITE_EXTERNAL_STORAGE`Manifest.permission.CAMERA).subscribe(new Consumer<Permission>(){" is 134.,102
Meteorite-master,com.firelotus.meteorite.ui,MainActivity,getCount,Magic Number,The method contains a magic number: 4,183
Meteorite-master,com.firelotus.meteorite.ui,MyAdapter,getCount,Magic Number,The method contains a magic number: 4,183
Meteorite-master,com.firelotus.meteorite.ui,WebActivity,initData,Long Statement,The length of the statement "mAgentWeb=AgentWeb.with(this).setAgentWebParent(llWebview`new LinearLayout.LayoutParams(-1`-1)).useDefaultIndicator().defaultProgressBarColor().setReceivedTitleCallback(mCallback).setWebChromeClient(mWebChromeClient).setWebViewClient(mWebViewClient).setSecutityType(AgentWeb.SecurityType.strict).createAgentWeb().ready().go(url);" is 329.,115
Meteorite-master,com.firelotus.meteorite.ui.content,SubModel,getContent,Long Statement,The length of the statement "NovateManager.INSTANCE.novate.get("data/" + type + "/"+ pageSize+ "/"+ pageIndex`parameters`new BaseSubscriber<ResponseBody>(){" is 127.,30
Meteorite-master,com.firelotus.meteorite.ui.content,SubModel,getEveryDay,Complex Method,Cyclomatic complexity of the method is 9,57
Meteorite-master,com.firelotus.meteorite.ui.content,SubModel,onNext,Complex Method,Cyclomatic complexity of the method is 9,66
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,initView,Long Statement,The length of the statement "images=new String[]{"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1506510233d297d6a9ad1f5d728c78ab989c0e73db.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_15084703014624b835b7768a099213b2e4d4d1617b.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_15083977422c9bfc61c881a4fcc9142f6bf70aa4e1.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_150847891021bcf6ec15fc6632cd1fd4593d120459.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1508468206c5311a2eacd8d6649da69bf67ae0f979.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_150843285441a8ff2395f1bb3eaf87d12aa259caf4.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1508494984de7b6a8b67bc18a41ac9c9afb0919b67.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509680647c45d70cf96acd19150989cede412c35e.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_15095969207f4971cccc0cb7d3271da0956bb40567.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509625469d1688480b8b6756dfe0bfca25c5ea7f5.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509633617a8b82fea0a3a75c5d48916d7a2d193ce.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509708074e6292172a5c99e0934ff393d330e7231.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509080352ad7aa30ca379da3ba1d750dc58aa3f5a.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509036531c0d6c0f65bfe25af7080855f88f82608.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509082596e9b61e773687f2d45faebedcb2953255.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1508927939c970d94eb180f0a00658f0c17d61fe8a.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1509046891388ac9acccc29b1ef826dbea8f0a86ea.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_508a2a70e59111e96bf77cd242d634c7.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_f8008d03b3a79ebcf5102ccac21263aa.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_e4edf96bc36f10e1c00e26466e8725c2.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_c4e765e217bf56a36542b20c78024757.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_610649c240443298854e651098537460.jpg"`"http://business.cdn.qianqian.com/qianqian/pic/bos_client_ec9c0fe6a37f0c238c5ab41b52b77c84.jpg"`"http://musicdata.baidu.com/data2/pic/440e008f592070337624d1fa7d6d7ed2/562788619/562788619.jpg"`"http://musicdata.baidu.com/data2/pic/0cec69ddc1a475b28204251a7b929045/562368742/562368742.jpg"`"http://musicdata.baidu.com/data2/pic/d740e22fef19fc521dafc2738340946e/562689379/562689379.jpg"`"http://musicdata.baidu.com/data2/pic/59ff17415f203dc7730cdb9f30cf6735/562654086/562654086.jpg"`"http://musicdata.baidu.com/data2/pic/a7a3ad7932cdf665ec68c8b7e18323bd/562306970/562306970.jpg"`"http://musicdata.baidu.com/data2/pic/fe5e646ff49c74df1ca70e79f0f16124/562193230/562193230.jpg"`"http://musicdata.baidu.com/data2/pic/2e619defac444b3a503bf9ce37b4dd5d/562209099/562209099.jpg"`"http://musicdata.baidu.com/data2/pic/1fa54c07b163aae7c2c9234346da6b00/561734711/561734711.jpg"`"http://musicdata.baidu.com/data2/pic/dcdac9c3c0156c89e63e2a44c40de4ee/561738955/561738955.jpg"`"http://musicdata.baidu.com/data2/pic/9774dad2e457f339ee393c5c6d275cb1/560633226/560633226.jpg"`"http://bpic.588ku.com/back_pic/00/04/27/49/34e896fb7cca1c93f170bfafd998913d.jpg"`"http://bpic.588ku.com/back_pic/00/04/27/49/04860b670174ab717fe3a53a70f6fdb6.jpg"`"http://bpic.588ku.com/back_pic/00/01/64/485607358ac0f4d.jpg"`"http://bpic.588ku.com/back_pic/00/04/20/33/98f45729233f27a178f3b9bf7a401971.jpg"`"http://bpic.588ku.com/back_pic/00/04/27/49/0b4f96c33bc865922473c0994a018ec6.jpg"};" is 3749.,57
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,initView,Long Statement,The length of the statement "StaggeredGridLayoutManager staggeredGridLayoutManager=new StaggeredGridLayoutManager(2`StaggeredGridLayoutManager.VERTICAL);" is 124.,57
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,initView,Magic Number,The method contains a magic number: 2,57
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,initData,Long Statement,The length of the statement "presenter.dealEveryDay(String.valueOf(calendar.get(Calendar.YEAR))`String.valueOf(calendar.get(Calendar.MONTH) + 1)`String.valueOf(calendar.get(Calendar.DATE)));" is 161.,193
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,initData,Magic Number,The method contains a magic number: 2,193
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,initData,Magic Number,The method contains a magic number: 3,193
Meteorite-master,com.firelotus.meteorite.ui.content,SubFragment,onEveryDaySuccess,Long Statement,The length of the statement "presenter.dealEveryDay(String.valueOf(calendar.get(Calendar.YEAR))`String.valueOf(calendar.get(Calendar.MONTH) + 1)`String.valueOf(calendar.get(Calendar.DATE)));" is 161.,258
Meteorite-master,com.firelotus.meteorite.base,BaseApplication,onCreate,Long Statement,The length of the statement "FormatStrategy formatStrategy=PrettyFormatStrategy.newBuilder().showThreadInfo(false).methodCount(0).methodOffset(7).tag("MJson").build();" is 138.,34
Meteorite-master,com.firelotus.meteorite.base,BaseApplication,onCreate,Magic Number,The method contains a magic number: 7,34
Meteorite-master,com.firelotus.meteoritelibrary,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 4,13
Meteorite-master,com.firelotus.meteoritelibrary,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,13
Meteorite-master,com.firelotus.meteoritelibrary,ExampleUnitTest,addition_isCorrect,Magic Number,The method contains a magic number: 2,13
Meteorite-master,com.firelotus.meteoritelibrary.tools,AssetsDatabaseManager,copyAssetsToFilesystem,Magic Number,The method contains a magic number: 1024,128
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Complex Method,Cyclomatic complexity of the method is 31,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Method,The method has 471 lines of code.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "LinearLayout.LayoutParams secondrowlp=new LinearLayout.LayoutParams(LayoutParams.MATCH_PARENT`LayoutParams.WRAP_CONTENT);" is 121.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "ArrayAdapter<String> tablenamesadapter=new ArrayAdapter<String>(DBFlowManagerActivity.this`android.R.layout.simple_spinner_item`tablenames){" is 140.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "ArrayAdapter<String> spinnerArrayAdapter=new ArrayAdapter<String>(getApplicationContext()`android.R.layout.simple_spinner_dropdown_item`spinnertablevalues);" is 156.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "ArrayAdapter<String> adapter=new ArrayAdapter<String>(DBFlowManagerActivity.this`android.R.layout.simple_spinner_item`spinnertablevalues){" is 138.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "new AlertDialog.Builder(DBFlowManagerActivity.this).setTitle("Are you sure ?").setMessage("Pressing yes will remove " + indexInfo.table_name + " table from database").setPositiveButton("yes"`new DialogInterface.OnClickListener(){" is 229.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "new AlertDialog.Builder(DBFlowManagerActivity.this).setTitle("Are you sure?").setMessage("Clicking on yes will delete all the contents of " + indexInfo.table_name + " table from database").setPositiveButton("yes"`new DialogInterface.OnClickListener(){" is 251.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "RelativeLayout.LayoutParams addnewparams=new RelativeLayout.LayoutParams(RelativeLayout.LayoutParams.WRAP_CONTENT`RelativeLayout.LayoutParams.WRAP_CONTENT);" is 156.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "RelativeLayout.LayoutParams rll=new RelativeLayout.LayoutParams(RelativeLayout.LayoutParams.MATCH_PARENT`RelativeLayout.LayoutParams.WRAP_CONTENT);" is 147.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Long Statement,The length of the statement "new AlertDialog.Builder(DBFlowManagerActivity.this).setTitle("values").setCancelable(false).setView(addrowsv).setPositiveButton("Add"`new DialogInterface.OnClickListener(){" is 172.,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 10,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 20,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 150,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 22,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 20,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 10,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 20,94
Meteorite-master,com.firelotus.meteoritelibrary.tools,DBFlowManagerActivity,onCreate,Magic Number,The method contains a magic number: 20,94
