Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
2_android_starter-master,com.istur.android_starter,ExampleInstrumentedTest,useAppContext,4,1,0,20
2_android_starter-master,com.istur.android_starter,AStartApplication,onCreate,4,1,0,16
2_android_starter-master,com.istur.android_starter,AStartApplication,firebaseInit,4,1,0,24
2_android_starter-master,com.istur.android_starter,AStartApplication,initTimberLogging,13,2,0,30
2_android_starter-master,com.istur.android_starter,AStartApplication,createStackElementTag,3,1,1,33
2_android_starter-master,com.istur.android_starter,AStartApplication,applicationInjector,3,1,0,55
2_android_starter-master,com.istur.android_starter,ExampleUnitTest,addition_isCorrect,3,1,0,13
2_android_starter-master,com.istur.android_starter.common.architecture,BaseActivity,onCreate,8,2,1,19
2_android_starter-master,com.istur.android_starter.common.architecture,BaseActivity,setActivityMainContentFragment,6,1,0,30
2_android_starter-master,com.istur.android_starter.common.architecture,BaseActivity,getMainContentFragment,0,1,0,37
2_android_starter-master,com.istur.android_starter.common.architecture,BaseActivity,showActivityInfo,3,2,0,39
2_android_starter-master,com.istur.android_starter.common.architecture,BaseActivity,onOptionsItemSelected,12,2,1,44
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,onCreate,6,2,1,26
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,getViewModelClass,3,1,0,34
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,getVMOwner,3,1,0,38
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,onViewCreated,13,4,2,42
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,initViewModel,3,1,0,56
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,onSaveInstanceState,4,2,1,60
2_android_starter-master,com.istur.android_starter.common.architecture,BaseFragment,onResume,3,1,0,67
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,BaseViewModel,5,1,1,35
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,init,11,3,0,41
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,init,5,2,1,52
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,isBundleRequired,3,1,0,59
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,addDisposable,3,1,1,63
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,onBundleReceived,2,1,1,67
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,onCleared,4,1,0,71
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,perform,5,1,1,77
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,perform,3,1,3,86
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,perform,3,1,2,90
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,perform,15,3,4,94
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,performDao,3,1,2,115
2_android_starter-master,com.istur.android_starter.common.architecture,BaseViewModel,performDao,3,1,1,123
2_android_starter-master,com.istur.android_starter.common.architecture.bundle,BundleBuilderInterface,build,0,1,1,7
2_android_starter-master,com.istur.android_starter.common.architecture.bundle,BundleBuilderInterface,getBundle,0,1,1,10
2_android_starter-master,com.istur.android_starter.common.architecture.bundle,CacheRepository,getInstance,6,2,0,12
2_android_starter-master,com.istur.android_starter.common.architecture.bundle,CacheRepository,CacheRepository,2,1,0,20
2_android_starter-master,com.istur.android_starter.common.architecture.bundle,CacheRepository,saveNavigationBundle,3,1,2,23
2_android_starter-master,com.istur.android_starter.common.architecture.bundle,CacheRepository,getNavigationBundle,3,1,1,27
