Project Name,Package Name,Architecture Smell,Cause of the Smell
mvc-master,com.jerry_mar.mvc.widget,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc.widget; com.jerry_mar.mvc
mvc-master,com.jerry_mar.mvc.widget,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc.widget; com.jerry_mar.mvc.view; com.jerry_mar.mvc
mvc-master,com.jerry_mar.mvc.widget,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ImageView; InflaterFactory]; [Dialog]; [Designer]; [TimerView; Callback]; [RotateView]; [RotateTextView]; [Toast]; [RainView; Meteor]. LCC (Lack of Component Cohesion) = 0.73
mvc-master,com.jerry_mar.mvc,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc; com.jerry_mar.mvc.widget
mvc-master,com.jerry_mar.mvc,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc; com.jerry_mar.mvc.widget; com.jerry_mar.mvc.view
mvc-master,com.jerry_mar.mvc,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.jerry_mar.mvc.widget
mvc-master,com.jerry_mar.mvc,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SkinInterface]; [PermissionComponent; DataComponent; Component; Scene; Controller; RuntimeContext; PermissionController; ComponentManager; Factory; DataController]; [SkinContext; SkinResources]; [CustomExceptionHandler]. LCC (Lack of Component Cohesion) = 0.29
mvc-master,com.jerry_mar.mvc.content,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Storage]; [Observable; Session; Observer; Observabled]; [Carrier]. LCC (Lack of Component Cohesion) = 0.5
mvc-master,com.jerry_mar.mvc.utils,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc.utils; com.jerry_mar.mvc
mvc-master,com.jerry_mar.mvc.utils,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.jerry_mar.mvc
mvc-master,com.jerry_mar.mvc.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [StringUtils; ConfigUtils; DateUtils]; [SkinLoader; Callback]; [DimenUtils]; [ScrollingUtils]; [ControllerUtils]. LCC (Lack of Component Cohesion) = 0.63
mvc-master,com.jerry_mar.mvc.view,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc.view; com.jerry_mar.mvc
mvc-master,com.jerry_mar.mvc.view,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.jerry_mar.mvc.view; com.jerry_mar.mvc; com.jerry_mar.mvc.widget
mvc-master,com.jerry_mar.mvc.view,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.jerry_mar.mvc
mvc-master,com.jerry_mar.mvc.view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [RecyclerAdapter; ViewHolder; BaseAdapter]; [RefreshLayout]; [FragmentAdapter]; [FragmentStateAdapter]; [AutomaticLayout]. LCC (Lack of Component Cohesion) = 0.71
mvc-master,com.jerry_mar.mvc.callback,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OnLongClickFilter; CallbackInfo; Filter; OnClickFilter; OnTextWatcherFilter]; [DefaultOnTextChangedListener]; [OnRefreshCallback]; [DefinedOnClickListener]; [DefinedOnLongClickListener]; [RecyclerEvent; OnLoadCallback]. LCC (Lack of Component Cohesion) = 0.55
