Project Name,Package Name,Architecture Smell,Cause of the Smell
rasa-master,com.tobiasfried.brewkeeper,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExampleInstrumentedTest]; [ExampleUnitTest]; [GenericPickerDialog]; [RecipeViewHolder; RecipeFragment; BrewsFragment; MainActivity; SettingsFragment; BrewViewHolder]; [HistoryViewHolder; HistoryFragment]; [DetailActivity; DateRangeDialog; Callback; EntryExtendedActivity; EntryActivity; InputDialog; InputSubmitListener]; [AppExecutors]; [MainThreadExecutor]; [DateSelectionDialog]; [App]; [SettingsActivity]. LCC (Lack of Component Cohesion) = 0.48
