Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture,ApplicationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app,BaseActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app,BaseFragment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app,BasePresenter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app.dependencyinjection,ExecutorModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app.dependencyinjection,InteractorModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app.dependencyinjection,PresenterModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app.dependencyinjection,ReactiveModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app.dependencyinjection,RepositoryModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.app.dependencyinjection,RootModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.interactor,GetMarvelCharactersLimitImp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.interactor,GetMarvelCharactersLimitImp,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractInteractor; GetMarvelCharactersLimit
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.interactor,Callback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.interactor,GetMarvelCharactersPaginatedImp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.interactor,GetMarvelCharactersPaginatedImp,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractInteractor; GetMarvelCharactersPaginated
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.model,MarvelCharacterList,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: marvelCharacters
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.repository.api,ApiUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PARAM_KEY; PARAM_TIMESTAMP; PARAM_HASH
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.repository.api.mapper,MarvelApiResponseMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.repository.api.retrofit.interceptor,MarvelRequestInterceptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.repository.api.retrofit,RetrofitMarvelAPIRepository,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.repository.exception,GetCharactersException,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.domain.repository.mock,MarvelMockRepository,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.executor,MainThreadExecutorImp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
CodeSmells-in-application-MVP-3,com.github.glomadrian.mvpcleanarchitecture.executor,ThreadExecutor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
