Project Name,Package Name,Architecture Smell,Cause of the Smell
mvp33_Moxy-master,com.arellomobile.mvp,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp; com.arellomobile.mvp.viewstate
mvp33_Moxy-master,com.arellomobile.mvp,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.arellomobile.mvp.viewstate
mvp33_Moxy-master,com.arellomobile.mvp,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DefaultView; MvpView; MvpPresenter; Binder]; [DefaultViewState]; [MvpDelegate; MvpFacade; MvpProcessor; PresenterBinder; PresentersCounter; PresenterStore; MoxyReflector; MvpActivity; MvpDialogFragment; MvpFragment; MvpAppCompatActivity; MvpAppCompatDialogFragment; MvpAppCompatFragment]; [Pair]; [ViewStateProvider]; [MvpApplication]. LCC (Lack of Component Cohesion) = 0.29
mvp33_Moxy-master,com.arellomobile.mvp.presenter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PresenterField]; [InjectViewStatePositivePresenter]; [InjectViewStatePresenter; TestViewPresenter; NoViewStatePresenter]; [InjectViewStatePresenter2]; [PositiveViewStateProviderPresenter]. LCC (Lack of Component Cohesion) = 0.71
mvp33_Moxy-master,com.arellomobile.mvp.viewstate,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.viewstate; com.arellomobile.mvp.viewstate.strategy
mvp33_Moxy-master,com.arellomobile.mvp.viewstate,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.arellomobile.mvp.viewstate.strategy
mvp33_Moxy-master,com.arellomobile.mvp.viewstate.strategy,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.viewstate.strategy; com.arellomobile.mvp.viewstate
mvp33_Moxy-master,com.arellomobile.mvp.compiler,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.compiler; com.arellomobile.mvp.compiler.viewstateprovider
mvp33_Moxy-master,com.arellomobile.mvp.compiler,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.arellomobile.mvp.compiler.viewstateprovider; com.arellomobile.mvp.compiler.presenterbinder; com.arellomobile.mvp.compiler.viewstate; com.arellomobile.mvp.compiler.reflector
mvp33_Moxy-master,com.arellomobile.mvp.view,Ambiguous Interface,The tool detected the smell in this component because the component provides only a single, general entry-point via the following class: CounterTestView
mvp33_Moxy-master,com.arellomobile.mvp.view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ChildView; ParentView; SimpleInterface]; [CounterTestView; DelegateGlobalTestView; DelegateLocalPresenter2TestView; DelegateLocalPresenterTestView; TestView; TestViewChild; TestViewChild2]; [PositiveViewStateView]; [TestView2]. LCC (Lack of Component Cohesion) = 0.33
mvp33_Moxy-master,params,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EmptyParams]; [IncorrectCountOfParametersParams]; [IncorrectParametersParams]; [Params1]; [Params2]; [SeveralMethodParams]. LCC (Lack of Component Cohesion) = 1.0
mvp33_Moxy-master,presenter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InjectViewStateForClassPresenter]; [InjectViewStateForGenericPresenter]; [PositiveParamsViewPresenter]; [PositiveViewStateProviderForNotPresenter]; [PositiveViewStateProviderPresenter]; [PresenterWithoutEmptyConstructor]; [ViewStateChildWithIncorrectStrategyClassPresenter]; [ViewStateProviderForViewWithoutGenerateViewAnnotationPresenter]; [WithViewGenericPresenter; WithViewGenericPresenter2]; [EmptyViewPresenter$$ViewStateProvider]; [EmptyViewPresenter]; [GenericPresenter$$ViewStateProvider]; [GenericPresenter]. LCC (Lack of Component Cohesion) = 0.93
mvp33_Moxy-master,view,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 50
mvp33_Moxy-master,view,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [InjectViewStateForGenericViewPresenter]; [IncorrectCountOfParametersParamsView]; [IncorrectParametersParamsView]; [InjectPresenterAnnotationInsideNotMvpViewClass]; [InjectPresenterTypeBehaviorView]; [InjectPresenterWithGenericView]; [InjectPresenterWithGenericViewIncorrect]; [InjectPresenterWithIncorrectParamsView]; [InjectPresenterWithIncorrectViewView]; [InjectPresenterWithoutEmptyConstructorView]; [ObjectInjectPresenterView]; [PositiveParamsView]; [PositiveViewStateView]; [SeveralMethodParamsView]; [SeveralParamsView]; [ViewStateChildWithIncorrectStrategyClassView; ViewStateParentStrategyClassView; ViewStateParentView; ViewStateChildWithIncorrectStrategyTagView; ViewStateParentStrategyTagView]; [ViewStateForClassView]; [ViewStateForGenericView]; [ViewStateForNotView]; [ViewStateParent2View]; [WithoutGenerateViewAnnotationView]; [EmptyView$$State; EmptyView]; [GenericMethodsView$$State; GenericCommand; GenericWithExtendsCommand; GenericMethodsView]; [GenericView$$State; TestEventCommand; GenericView; GenericWithExtendsView$$State; GenericWithExtendsView; SimpleView$$State; SimpleView; TestEventCommand; TestEventCommand]; [OverloadingView$$State; MethodCommand; Method1Command; Method2Command; OverloadingView]; [StrategiesView$$State; SingleStateCommand; OneExecutionCommand; WithoutStrategyCommand; StrategiesView]. LCC (Lack of Component Cohesion) = 0.52
mvp33_Moxy-master,com.arellomobile.mvp.compiler.presenterbinder,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.compiler.presenterbinder; com.arellomobile.mvp.compiler
mvp33_Moxy-master,com.arellomobile.mvp.compiler.viewstate,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.compiler.viewstate; com.arellomobile.mvp.compiler
mvp33_Moxy-master,com.arellomobile.mvp.compiler.viewstateprovider,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.compiler.viewstateprovider; com.arellomobile.mvp.compiler
mvp33_Moxy-master,target,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GenericPresenterTarget$$PresentersBinder; presenterBinder; GenericPresenterTarget; SimpleInjectPresenterTarget$$PresentersBinder; SimpleInjectPresenterTarget; SimpleProvidePresenterTarget$$PresentersBinder; SimpleProvidePresenterTarget; presenterBinder; presenterBinder]; [NotImplementViewInterfaceTarget]. LCC (Lack of Component Cohesion) = 0.2
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.app,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.app,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters; com.arellomobile.mvp.sample.github.mvp
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.app,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.arellomobile.mvp.sample.github.di
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.di,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters; com.arellomobile.mvp.sample.github.app
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.di,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters; com.arellomobile.mvp.sample.github.mvp; com.arellomobile.mvp.sample.github.app
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.di.modules,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApiModule]; [BusModule]; [ContextModule]; [GithubModule]; [RetrofitModule; CustomFieldNamingPolicy]. LCC (Lack of Component Cohesion) = 0.83
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp.common,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.mvp.common; com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.mvp; com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp.presenters,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.mvp.presenters; com.arellomobile.mvp.sample.github.test
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp.presenters,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.mvp.presenters; com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp.presenters,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.mvp.presenters; com.arellomobile.mvp.sample.github.mvp; com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp.presenters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BasePresenter; RepositoriesPresenter; RepositoryLikesPresenter; SignInPresenter; RepositoriesPresenterTest; SignInPresenterTest]; [HomePresenter; HomePresenterTest]; [RepositoryPresenter; RepositoryPresenterTest]; [SignOutPresenter; SignOutPresenterTest]; [SplashPresenter; SplashPresenterTest]. LCC (Lack of Component Cohesion) = 0.36
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.mvp.views,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HomeView]; [RepositoriesView]; [RepositoryLikesView]; [RepositoryLikeView]; [RepositoryView]; [SignInView]; [SignOutView]; [SplashView]. LCC (Lack of Component Cohesion) = 1.0
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.test,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.test; com.arellomobile.mvp.sample.github.mvp.presenters
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.test,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.test; com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.test,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.arellomobile.mvp.sample.github.test; com.arellomobile.mvp.sample.github.app; com.arellomobile.mvp.sample.github.di; com.arellomobile.mvp.sample.github.mvp.presenters
mvp33_Moxy-master,com.arellomobile.mvp.sample.github.test,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.arellomobile.mvp.sample.github.di
