Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
36_parklet-master,com.kinses38.parklet,ParkLet,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MapFragment; ParkLet; BookingRepoComponent; BookingFragment; ConfirmationFragmentDialog; VehicleRepoComponent; VehiclesFragment; PropertyRepoComponent; MainActivity; PropertiesFragment; UserRepoComponent; HomeFragment
36_parklet-master,com.kinses38.parklet.data.model.entity,Booking,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 35 public methods
36_parklet-master,com.kinses38.parklet.data.model.entity,Property,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
36_parklet-master,com.kinses38.parklet.data.repository,LandingRepo,Feature Envy,The tool detected a instance of this smell because queryIfUserIsAuthenticated is more interested in members of the type: User
36_parklet-master,com.kinses38.parklet.DI.components,BookingRepoComponent,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MapFragment; ParkLet; BookingRepoComponent; BookingFragment; ConfirmationFragmentDialog; VehicleRepoComponent; VehiclesFragment; PropertyRepoComponent; MainActivity; PropertiesFragment; UserRepoComponent; HomeFragment
36_parklet-master,com.kinses38.parklet.DI.modules,RepoModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
36_parklet-master,com.kinses38.parklet.utilities,ParkLetFirebaseMessagingService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
36_parklet-master,com.kinses38.parklet.view.ui.activities,AuthActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
36_parklet-master,com.kinses38.parklet.view.ui.activities,AuthActivity,Feature Envy,The tool detected a instance of this smell because signInWithGoogleAuthCred is more interested in members of the type: AuthViewModel
36_parklet-master,com.kinses38.parklet.view.ui.activities,LandingActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
36_parklet-master,com.kinses38.parklet.view.ui.activities,LandingActivity,Feature Envy,The tool detected a instance of this smell because checkIfUserIsAuthenticated is more interested in members of the type: LandingViewModel
36_parklet-master,com.kinses38.parklet.view.ui.activities,MainActivity,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MapFragment; ParkLet; BookingRepoComponent; BookingFragment; ConfirmationFragmentDialog; VehicleRepoComponent; VehiclesFragment; PropertyRepoComponent; MainActivity; PropertiesFragment; UserRepoComponent; HomeFragment
36_parklet-master,com.kinses38.parklet.view.ui.fragments,BookingFragment,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MapFragment; ParkLet; BookingRepoComponent; BookingFragment; ConfirmationFragmentDialog; VehicleRepoComponent; VehiclesFragment; PropertyRepoComponent; MainActivity; PropertiesFragment; UserRepoComponent; HomeFragment
36_parklet-master,com.kinses38.parklet.viewmodels,BookingViewModel,Feature Envy,The tool detected a instance of this smell because convertAndFilter is more interested in members of the type: Booking
36_parklet-master,com.kinses38.parklet.viewmodels,BookingViewModelTest,Feature Envy,The tool detected a instance of this smell because createBookingTest is more interested in members of the type: BookingViewModel
36_parklet-master,com.kinses38.parklet.viewmodels,BookingViewModelTest,Feature Envy,The tool detected a instance of this smell because setBookingDetails is more interested in members of the type: BookingViewModel
36_parklet-master,com.kinses38.parklet.viewmodels,BookingViewModelTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instantTaskExecutorRule; bookingRepo; vehicleRepo; dateObserver; vehicleObserver; bookingViewModel; allPropertyBookings; allCancelledBookings
36_parklet-master,com.kinses38.parklet.viewmodels,HomeViewModelTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instantTaskExecutorRule; bookingRepo; userRepo; homeViewModel; stringObserver; bookingListObserver
36_parklet-master,com.kinses38.parklet.viewmodels,MapViewModelTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instantTaskExecutorRule; propertyRepo; keysObserver; propertyObserver; averageObserver; mapViewModel
36_parklet-master,com.kinses38.parklet.viewmodels,PropertyViewModelTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instantTaskExecutorRule; propertyRepo; propertiesObserver; propertyObserver; resultObserver; propertyViewModel; address; dailyRate; availWeekends
36_parklet-master,com.kinses38.parklet.viewmodels,VehicleViewModelTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instantTaskExecutorRule; vehicleRepo; vehiclesObserver; resultObserver; make; model; reg; vehiclesViewModel
