Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.entities,Article,hashCode,Magic Number,The method contains a magic number: 31,52
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.entities,Article,hashCode,Magic Number,The method contains a magic number: 31,52
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.entities,Article,create,Long Statement,The length of the statement "return new Article(title`tweet.entities.urls.get(0).expandedUrl`tweet.retweetCount`imgUrl == null ? "" : imgUrl + ":thumb");" is 124.,66
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.entities,Image,hashCode,Magic Number,The method contains a magic number: 31,66
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.entities,Image,hashCode,Magic Number,The method contains a magic number: 31,66
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.entities,Image,hashCode,Magic Number,The method contains a magic number: 31,66
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelImpl,getMostRtArticles,Magic Number,The method contains a magic number: 200,34
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelImpl,processTweets,Complex Conditional,The conditional expression tweet.entities != null && tweet.entities.urls != null && tweet.entities.urls.size() > 0 && isEligibleDomain(tweet.entities.urls) is complex.,52
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelImpl,processTweets,Long Statement,The length of the statement "if (tweet.entities != null && tweet.entities.urls != null && tweet.entities.urls.size() > 0 && isEligibleDomain(tweet.entities.urls)) {" is 135.,52
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelImpl,isEligibleDomain,Complex Conditional,The conditional expression urls == null || urls.get(0) == null || urls.get(0).expandedUrl == null is complex.,66
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelImpl,isEligibleDomain,Long Statement,The length of the statement "return !url.contains("twitter.com") && !url.contains("goo.gl") && !url.contains("vine.co")&& !url.contains("vimeo.com")&& !url.contains("youtube.com")&& !url.contains("youtu.be");" is 179.,66
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopImageListModelImpl,getMostRtImages,Magic Number,The method contains a magic number: 200,30
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopImageListModelImpl,processTweets,Complex Conditional,The conditional expression tweet.entities != null && tweet.entities.media != null && tweet.entities.media.size() > 0 && isElegibleImage(tweet.entities.media) is complex.,48
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopImageListModelImpl,processTweets,Long Statement,The length of the statement "if (tweet.entities != null && tweet.entities.media != null && tweet.entities.media.size() > 0 && isElegibleImage(tweet.entities.media)) {" is 137.,48
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopImageListModelImpl,isElegibleImage,Complex Conditional,The conditional expression mediaEntities == null || mediaEntities.get(0) == null || !mediaEntities.get(0).type.equals("photo") is complex.,61
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelTest,testGetMostRtArticles_failure,Magic Number,The method contains a magic number: 200,62
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelTest,testGetMostRtArticles_success,Magic Number,The method contains a magic number: 200,72
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.models,TopArticleListModelTest,createUrlTweet,Long Parameter List,The method has 5 parameters. ,100
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.service,TimelineService,homeTimeline,Long Parameter List,The method has 6 parameters. ,15
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.ui.activities,TopArticleListActivity,onClick,Long Statement,The length of the statement "ActivityOptionsCompat options=ActivityOptionsCompat.makeSceneTransitionAnimation(this`innerContainer`ArticleActivity.TRANSITION_SHARED_ELEMENT);" is 144.,149
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.ui.activities,TopImagesListActivity,onCreate,Magic Number,The method contains a magic number: 2,40
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.ui.activities,TopImagesListActivity,onClick,Long Statement,The length of the statement "ActivityOptionsCompat options=ActivityOptionsCompat.makeSceneTransitionAnimation(this`innerContainer`ImageActivity.TRANSITION_SHARED_ELEMENT);" is 142.,143
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.ui,ScreenContainerImpl,setupDrawerLayout,Complex Method,Cyclomatic complexity of the method is 8,70
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.util.image,CircleTransform,transform,Magic Number,The method contains a magic number: 2,15
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.util.image,CircleTransform,transform,Magic Number,The method contains a magic number: 2,15
CodeSmells-in-application-MVP-5,com.israelferrer.effectiveandroid.util.image,CircleTransform,transform,Magic Number,The method contains a magic number: 2f,15
