Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
Moviper-master,com.mateuszkoslacz.moviper.recyclerview.butterknife,ExampleInstrumentedTest,useAppContext,4,1,0,19
Moviper-master,com.mateuszkoslacz.moviper.recyclerview.butterknife,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject.passive,ViperButterKnifePassiveViewHolder,ViperButterKnifePassiveViewHolder,3,1,1,16
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject.passive,ViperButterKnifePassiveViewHolder,injectViews,3,1,1,20
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject.passive,ViperDataBindingPassiveViewHolder,ViperDataBindingPassiveViewHolder,3,1,1,20
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject.passive,ViperDataBindingPassiveViewHolder,injectViews,3,1,1,24
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject.passive,ViperAiPassiveViewHolder,ViperAiPassiveViewHolder,3,1,1,18
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject.passive,ViperAiPassiveViewHolder,getPresenter,3,1,0,22
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperButterKnifeViewHolder,ViperButterKnifeViewHolder,3,1,1,19
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperButterKnifeViewHolder,injectViews,3,1,1,23
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperDataBindingViewHolder,ViperDataBindingViewHolder,3,1,1,22
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperDataBindingViewHolder,injectViews,3,1,1,26
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperAiViewHolder,ViperAiViewHolder,4,1,1,20
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperAiViewHolder,setDataObject,4,1,1,25
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperAiViewHolder,injectViews,2,1,1,31
Moviper-master,com.mateuszkoslacz.moviper.base.view.viewholder.autoinject,ViperAiViewHolder,bindViews,2,1,0,39
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
Moviper-master,com.mateuszkoslacz.moviper,ExampleUnitTest,addition_isCorrect,3,1,0,13
Moviper-master,com.mateuszkoslacz.moviper,ExampleInstrumentedTest,useAppContext,3,1,0,19
